instance,ghtw,triang,balsepkdecomp,globalbipkdecomp,localbipkdecomp,frasmt
hypergraphs_rand-3-28-28-93-632f-44.xml.hg,7,1.29,TO,TO,TO,TO
hypergraphs_rand-3-28-28-93-632f-45.xml.hg,6,3.26,TO,TO,TO,TO
hypergraphs_rand-3-28-28-93-632f-46.xml.hg,7,3.38,TO,TO,TO,TO
hypergraphs_rand-3-28-28-93-632f-47.xml.hg,7,2.37,TO,TO,TO,TO
hypergraphs_rand-3-28-28-93-632f-48.xml.hg,7,2.38,TO,TO,TO,TO
hypergraphs_rand-3-28-28-93-632f-49.xml.hg,7,1.94,TO,TO,TO,TO
hypergraphs_rand-3-28-28-93-632f-50.xml.hg,7,1.67,TO,TO,TO,TO
hypergraphs_rand-5-10-10-15-08-0.xml.hg,2,0.03,0.35,0.35,0.25,5.58
hypergraphs_rand-5-10-10-15-08-1.xml.hg,2,0.03,0.39,0.26,0.16,5.37
hypergraphs_rand-5-10-10-15-08-2.xml.hg,2,0.04,0.37,0.29,0.23,3.55
hypergraphs_rand-5-10-10-15-08-3.xml.hg,3,0.05,0.37,TO,144.9,3.47
hypergraphs_rand-5-10-10-15-08-4.xml.hg,2,0.05,0.35,0.38,0.25,5.64
hypergraphs_rand-5-10-10-15-08-5.xml.hg,3,0.03,0.32,TO,129.38,5.57
hypergraphs_rand-5-10-10-15-08-6.xml.hg,2,0.05,0.27,0.34,0.21,6.25
hypergraphs_rand-5-10-10-15-08-7.xml.hg,2,0.04,0.4,0.31,0.19,6.56
hypergraphs_rand-5-10-10-15-08-8.xml.hg,2,0.04,0.28,0.26,0.2,6.26
hypergraphs_rand-5-10-10-15-08-9.xml.hg,3,0.02,0.5,TO,68.51,3.66
hypergraphs_rand-5-2X-05c-01.xml.hg,3,0.04,2.33,TO,TO,23.79
hypergraphs_rand-5-2X-05c-02.xml.hg,3,0.03,2.04,TO,TO,32.05
hypergraphs_rand-5-2X-05c-04.xml.hg,3,0.04,2.24,TO,TO,19.46
hypergraphs_rand-5-2X-05c-06.xml.hg,3,0.05,2.38,TO,TO,21.89
hypergraphs_rand-5-2X-05c-07.xml.hg,3,0.05,2.21,TO,TO,19.92
hypergraphs_rand-5-2X-05c-08.xml.hg,3,0.04,2.27,TO,TO,19.52
hypergraphs_rand-5-2X-05c-10.xml.hg,3,0.04,2.31,TO,TO,34.42
hypergraphs_rand-5-2X-05c-11.xml.hg,3,0.05,2.7,TO,TO,28.95
hypergraphs_rand-5-2X-05c-12.xml.hg,3,0.03,2.02,TO,TO,19.24
hypergraphs_rand-5-2X-05c-14.xml.hg,3,0.04,1.83,TO,TO,18.29
hypergraphs_rand-5-2X-05c-16.xml.hg,3,0.03,2.08,TO,TO,24.82
hypergraphs_rand-5-2X-05c-17.xml.hg,3,0.04,2.39,TO,TO,23.65
hypergraphs_rand-5-2X-05c-18.xml.hg,3,0.05,2.42,TO,TO,30.2
hypergraphs_rand-5-2X-05c-20.xml.hg,3,0.03,2.2,TO,TO,27.2
hypergraphs_rand-5-2X-05c-21.xml.hg,3,0.03,2.17,TO,TO,25.34
hypergraphs_rand-5-2X-05c-25.xml.hg,3,0.03,2.46,TO,TO,34.43
hypergraphs_rand-5-2X-05c-28.xml.hg,3,0.03,2.09,TO,TO,18.0
hypergraphs_rand-5-2X-05c-30.xml.hg,3,0.04,2.34,TO,TO,18.41
hypergraphs_rand-5-2X-05c-31.xml.hg,3,0.03,2.35,TO,TO,31.64
hypergraphs_rand-5-2X-05c-32.xml.hg,3,0.04,2.45,TO,TO,21.79
hypergraphs_rand-5-2X-05c-33.xml.hg,3,0.03,2.61,TO,TO,29.33
hypergraphs_rand-5-2X-05c-34.xml.hg,3,0.03,2.39,TO,TO,32.12
hypergraphs_rand-5-2X-05c-38.xml.hg,3,0.04,2.18,TO,TO,25.03
hypergraphs_rand-5-2X-05c-39.xml.hg,3,0.03,2.44,TO,TO,33.65
hypergraphs_rand-5-2X-05c-40.xml.hg,3,0.06,2.38,TO,TO,24.05
hypergraphs_rand-5-2X-05c-47.xml.hg,3,0.05,1.99,TO,TO,18.79
hypergraphs_rand-5-2X-05c-48.xml.hg,3,0.06,2.59,TO,TO,25.77
hypergraphs_rand-5-2X-05c-50.xml.hg,3,0.03,2.45,TO,TO,27.2
hypergraphs_rand-5-4X-05c-02.xml.hg,3,0.03,2.51,TO,TO,30.46
hypergraphs_rand-5-4X-05c-03.xml.hg,3,0.05,2.66,TO,TO,25.83
hypergraphs_rand-5-4X-05c-04.xml.hg,3,0.06,2.47,TO,TO,25.82
hypergraphs_rand-5-4X-05c-05.xml.hg,3,0.04,2.07,TO,TO,22.0
hypergraphs_rand-5-4X-05c-07.xml.hg,3,0.04,2.2,TO,TO,21.33
hypergraphs_rand-5-4X-05c-11.xml.hg,3,0.05,2.47,TO,TO,30.74
hypergraphs_rand-5-4X-05c-13.xml.hg,3,0.07,2.46,TO,TO,21.26
hypergraphs_rand-5-4X-05c-16.xml.hg,3,0.04,2.14,TO,TO,22.7
hypergraphs_rand-5-4X-05c-19.xml.hg,3,0.05,2.41,TO,TO,27.0
hypergraphs_rand-5-4X-05c-20.xml.hg,3,0.03,2.73,TO,TO,21.28
hypergraphs_rand-5-4X-05c-21.xml.hg,3,0.04,2.53,TO,TO,32.54
hypergraphs_rand-5-4X-05c-23.xml.hg,3,0.04,2.51,TO,TO,23.77
hypergraphs_rand-5-4X-05c-24.xml.hg,3,0.04,2.22,TO,TO,23.88
hypergraphs_rand-5-4X-05c-25.xml.hg,3,0.03,2.33,TO,TO,22.39
hypergraphs_rand-5-4X-05c-26.xml.hg,3,0.03,2.04,TO,TO,20.41
hypergraphs_rand-5-4X-05c-28.xml.hg,3,0.03,2.54,TO,TO,26.02
hypergraphs_rand-5-4X-05c-32.xml.hg,3,0.03,1.97,TO,TO,19.77
hypergraphs_rand-5-4X-05c-33.xml.hg,3,0.03,2.15,TO,TO,24.28
hypergraphs_rand-5-4X-05c-34.xml.hg,3,0.03,2.27,TO,TO,24.94
hypergraphs_rand-5-4X-05c-38.xml.hg,3,0.06,2.48,TO,TO,28.03
hypergraphs_rand-5-4X-05c-39.xml.hg,3,0.03,2.22,TO,TO,26.63
hypergraphs_rand-5-4X-05c-41.xml.hg,3,0.05,2.52,TO,TO,35.34
hypergraphs_rand-5-4X-05c-42.xml.hg,3,0.05,2.52,TO,TO,24.56
hypergraphs_rand-5-4X-05c-44.xml.hg,3,0.03,2.33,TO,TO,24.53
hypergraphs_rand-5-4X-05c-46.xml.hg,3,0.05,2.09,TO,TO,22.34
hypergraphs_rand-5-4X-05c-48.xml.hg,3,0.04,2.18,TO,TO,25.53
hypergraphs_rand-5-4X-05c-49.xml.hg,3,0.04,2.49,TO,TO,24.02
hypergraphs_rand-5-8X-05c-01.xml.hg,3,0.04,1.8,TO,TO,20.94
hypergraphs_rand-5-8X-05c-02.xml.hg,3,0.05,2.39,TO,TO,22.39
hypergraphs_rand-5-8X-05c-03.xml.hg,3,0.03,2.58,TO,TO,29.41
hypergraphs_rand-5-8X-05c-05.xml.hg,3,0.05,2.55,TO,TO,31.57
hypergraphs_rand-5-8X-05c-06.xml.hg,3,0.03,2.18,TO,TO,22.67
hypergraphs_rand-5-8X-05c-07.xml.hg,3,0.04,2.38,TO,TO,27.83
hypergraphs_rand-5-8X-05c-13.xml.hg,3,0.04,2.48,TO,TO,28.18
hypergraphs_rand-5-8X-05c-16.xml.hg,3,0.04,2.49,TO,TO,27.39
hypergraphs_rand-5-8X-05c-17.xml.hg,3,0.04,1.95,TO,TO,19.55
hypergraphs_rand-5-8X-05c-19.xml.hg,3,0.03,2.24,TO,TO,24.05
hypergraphs_rand-5-8X-05c-22.xml.hg,3,0.06,2.29,TO,TO,18.65
hypergraphs_rand-5-8X-05c-23.xml.hg,3,0.03,2.03,TO,TO,16.06
hypergraphs_rand-5-8X-05c-24.xml.hg,3,0.03,2.17,TO,TO,19.64
hypergraphs_rand-5-8X-05c-25.xml.hg,3,0.04,2.03,TO,TO,20.76
hypergraphs_rand-5-8X-05c-26.xml.hg,3,0.04,2.24,TO,TO,29.48
hypergraphs_rand-5-8X-05c-27.xml.hg,3,0.07,2.36,TO,TO,29.65
hypergraphs_rand-5-8X-05c-28.xml.hg,3,0.04,2.17,TO,TO,21.9
hypergraphs_rand-5-8X-05c-29.xml.hg,3,0.05,2.3,TO,TO,31.4
hypergraphs_rand-5-8X-05c-30.xml.hg,3,0.04,2.18,TO,TO,20.71
hypergraphs_rand-5-8X-05c-31.xml.hg,3,0.05,2.49,TO,TO,25.03
hypergraphs_rand-5-8X-05c-33.xml.hg,3,0.03,2.21,TO,TO,23.22
hypergraphs_rand-5-8X-05c-36.xml.hg,3,0.02,2.33,TO,TO,20.46
hypergraphs_rand-5-8X-05c-37.xml.hg,3,0.04,2.06,TO,TO,17.93
hypergraphs_rand-5-8X-05c-39.xml.hg,3,0.04,2.16,TO,TO,25.34
hypergraphs_rand-5-8X-05c-40.xml.hg,3,0.06,2.37,TO,TO,21.99
hypergraphs_rand-5-8X-05c-41.xml.hg,3,0.04,2.49,TO,TO,25.57
hypergraphs_rand-5-8X-05c-42.xml.hg,3,0.04,2.22,TO,TO,28.28
hypergraphs_rand-5-8X-05c-44.xml.hg,3,0.05,2.26,TO,TO,26.21
hypergraphs_rand-5-8X-05c-47.xml.hg,3,0.04,2.46,TO,TO,17.86
hypergraphs_rand-7-40-8-40-02500-0.xml.hg,6,2.53,NAN,TO,TO,TO
hypergraphs_rand-7-40-8-40-02500-1.xml.hg,6,27.92,NAN,TO,TO,TO
hypergraphs_rand-7-40-8-40-02500-2.xml.hg,6,18.12,NAN,TO,TO,TO
hypergraphs_rand-7-40-8-40-02500-3.xml.hg,6,3.6,NAN,TO,TO,TO
hypergraphs_rand-7-40-8-40-02500-4.xml.hg,6,2.47,NAN,TO,TO,TO
hypergraphs_rand-7-40-8-40-02500-5.xml.hg,6,3.16,BAD,TO,TO,TO
hypergraphs_rand-7-40-8-40-02500-6.xml.hg,6,3.18,NAN,TO,TO,TO
hypergraphs_rand-7-40-8-40-02500-7.xml.hg,6,28.17,NAN,TO,TO,TO
hypergraphs_rand-7-40-8-40-02500-8.xml.hg,6,19.63,NAN,TO,TO,TO
hypergraphs_rand-7-40-8-40-02500-9.xml.hg,6,2.59,NAN,TO,TO,TO
hypergraphs_rand-7-40-8-40-05000-0.xml.hg,6,2.49,NAN,TO,TO,TO
hypergraphs_rand-7-40-8-40-05000-1.xml.hg,6,27.67,NAN,TO,TO,TO
hypergraphs_rand-7-40-8-40-05000-2.xml.hg,6,17.84,NAN,TO,TO,TO
hypergraphs_rand-7-40-8-40-05000-3.xml.hg,6,3.54,NAN,TO,TO,TO
hypergraphs_rand-7-40-8-40-05000-4.xml.hg,6,2.43,NAN,TO,TO,TO
hypergraphs_rand-7-40-8-40-05000-5.xml.hg,6,3.1,NAN,TO,TO,TO
hypergraphs_rand-7-40-8-40-05000-6.xml.hg,6,3.16,NAN,TO,TO,TO
hypergraphs_rand-7-40-8-40-05000-7.xml.hg,6,28.16,NAN,TO,TO,TO
hypergraphs_rand-7-40-8-40-05000-8.xml.hg,6,19.66,BAD,TO,TO,TO
hypergraphs_rand-7-40-8-40-05000-9.xml.hg,6,2.63,NAN,TO,TO,TO
hypergraphs_rand-7-40-8-40-07500-0.xml.hg,6,2.56,NAN,TO,TO,TO
hypergraphs_rand-7-40-8-40-07500-1.xml.hg,6,27.92,NAN,TO,TO,TO
hypergraphs_rand-7-40-8-40-07500-2.xml.hg,6,17.78,NAN,TO,TO,TO
hypergraphs_rand-7-40-8-40-07500-3.xml.hg,6,3.59,BAD,TO,TO,TO
hypergraphs_rand-7-40-8-40-07500-4.xml.hg,6,2.45,BAD,TO,TO,TO
hypergraphs_rand-7-40-8-40-07500-5.xml.hg,6,3.11,NAN,TO,TO,TO
hypergraphs_rand-7-40-8-40-07500-6.xml.hg,6,3.09,NAN,TO,TO,TO
hypergraphs_rand-7-40-8-40-07500-7.xml.hg,6,28.59,NAN,TO,TO,TO
hypergraphs_rand-7-40-8-40-07500-8.xml.hg,6,19.55,NAN,TO,TO,TO
hypergraphs_rand-7-40-8-40-07500-9.xml.hg,6,2.68,NAN,TO,TO,TO
hypergraphs_rand-7-40-8-40-10000-0.xml.hg,6,2.58,NAN,TO,TO,TO
hypergraphs_rand-7-40-8-40-10000-1.xml.hg,6,27.45,NAN,TO,TO,TO
hypergraphs_rand-7-40-8-40-10000-2.xml.hg,6,18.21,NAN,TO,TO,TO
hypergraphs_rand-7-40-8-40-10000-3.xml.hg,6,3.59,NAN,TO,TO,TO
hypergraphs_rand-7-40-8-40-10000-4.xml.hg,6,2.43,NAN,TO,TO,TO
hypergraphs_rand-7-40-8-40-10000-5.xml.hg,6,3.11,NAN,TO,TO,TO
hypergraphs_rand-7-40-8-40-10000-6.xml.hg,6,3.25,NAN,TO,TO,TO
hypergraphs_rand-7-40-8-40-10000-7.xml.hg,6,28.7,NAN,TO,TO,TO
hypergraphs_rand-7-40-8-40-10000-8.xml.hg,6,19.63,BAD,TO,TO,TO
hypergraphs_rand-7-40-8-40-10000-9.xml.hg,6,2.57,BAD,TO,TO,TO
hypergraphs_rand-7-40-8-40-12500-0.xml.hg,6,2.57,NAN,TO,TO,TO
hypergraphs_rand-7-40-8-40-12500-1.xml.hg,6,28.18,BAD,TO,TO,TO
hypergraphs_rand-7-40-8-40-12500-2.xml.hg,6,18.23,NAN,TO,TO,TO
hypergraphs_rand-7-40-8-40-12500-3.xml.hg,6,3.57,NAN,TO,TO,TO
hypergraphs_rand-7-40-8-40-12500-4.xml.hg,6,2.44,NAN,TO,TO,TO
hypergraphs_rand-7-40-8-40-12500-5.xml.hg,6,3.1,NAN,TO,TO,TO
hypergraphs_rand-7-40-8-40-12500-6.xml.hg,6,3.09,NAN,TO,TO,TO
hypergraphs_rand-7-40-8-40-12500-7.xml.hg,6,28.42,BAD,TO,TO,TO
hypergraphs_rand-7-40-8-40-12500-8.xml.hg,6,19.75,NAN,TO,TO,TO
hypergraphs_rand-7-40-8-40-12500-9.xml.hg,6,2.58,NAN,TO,TO,TO
hypergraphs_rand-7-40-8-40-15000-0.xml.hg,6,2.58,NAN,TO,TO,TO
hypergraphs_rand-7-40-8-40-15000-1.xml.hg,6,28.24,NAN,TO,TO,TO
hypergraphs_rand-7-40-8-40-15000-2.xml.hg,6,18.51,NAN,TO,TO,TO
hypergraphs_rand-7-40-8-40-15000-3.xml.hg,6,3.57,BAD,TO,TO,TO
hypergraphs_rand-7-40-8-40-15000-4.xml.hg,6,2.4,BAD,TO,TO,TO
hypergraphs_rand-7-40-8-40-15000-5.xml.hg,6,3.11,NAN,TO,TO,TO
hypergraphs_rand-7-40-8-40-15000-6.xml.hg,6,3.19,NAN,TO,TO,TO
hypergraphs_rand-7-40-8-40-15000-7.xml.hg,6,28.56,NAN,TO,TO,TO
hypergraphs_rand-7-40-8-40-15000-8.xml.hg,6,20.0,NAN,TO,TO,TO
hypergraphs_rand-7-40-8-40-15000-9.xml.hg,6,2.61,NAN,TO,TO,TO
hypergraphs_rand-7-40-8-40-17500-0.xml.hg,6,2.55,NAN,TO,TO,TO
hypergraphs_rand-7-40-8-40-17500-1.xml.hg,6,28.16,NAN,TO,TO,TO
hypergraphs_rand-7-40-8-40-17500-2.xml.hg,6,18.6,NAN,TO,TO,TO
hypergraphs_rand-7-40-8-40-17500-3.xml.hg,6,3.57,NAN,TO,TO,TO
hypergraphs_rand-7-40-8-40-17500-4.xml.hg,6,2.48,NAN,TO,TO,TO
hypergraphs_rand-7-40-8-40-17500-5.xml.hg,6,3.25,NAN,TO,TO,TO
hypergraphs_rand-7-40-8-40-17500-6.xml.hg,6,3.11,NAN,TO,TO,TO
hypergraphs_rand-7-40-8-40-17500-7.xml.hg,6,28.33,NAN,TO,TO,TO
hypergraphs_rand-7-40-8-40-17500-8.xml.hg,6,19.79,NAN,TO,TO,TO
hypergraphs_rand-7-40-8-40-17500-9.xml.hg,6,2.57,NAN,TO,TO,TO
hypergraphs_rand-7-40-8-40-20000-0.xml.hg,6,2.5500000000000003,NAN,TO,TO,TO
hypergraphs_rand-7-40-8-40-20000-1.xml.hg,6,27.85,NAN,TO,TO,TO
hypergraphs_rand-7-40-8-40-20000-2.xml.hg,6,18.33,NAN,TO,TO,TO
hypergraphs_rand-7-40-8-40-20000-3.xml.hg,6,3.62,NAN,TO,TO,TO
hypergraphs_rand-7-40-8-40-20000-4.xml.hg,6,2.47,NAN,TO,TO,TO
hypergraphs_rand-7-40-8-40-20000-5.xml.hg,6,3.11,NAN,TO,TO,TO
hypergraphs_rand-7-40-8-40-20000-6.xml.hg,6,3.22,NAN,TO,TO,TO
hypergraphs_rand-7-40-8-40-20000-7.xml.hg,6,28.79,NAN,TO,TO,TO
hypergraphs_rand-7-40-8-40-20000-8.xml.hg,6,20.28,NAN,TO,TO,TO
hypergraphs_rand-7-40-8-40-20000-9.xml.hg,6,2.6,BAD,TO,TO,TO
hypergraphs_rand-7-40-8-40-22500-0.xml.hg,6,2.58,NAN,TO,TO,TO
hypergraphs_rand-7-40-8-40-22500-1.xml.hg,6,28.58,NAN,TO,TO,TO
hypergraphs_rand-7-40-8-40-22500-2.xml.hg,6,18.14,NAN,TO,TO,TO
hypergraphs_rand-7-40-8-40-22500-3.xml.hg,6,3.6,NAN,TO,TO,TO
hypergraphs_rand-7-40-8-40-22500-4.xml.hg,6,2.42,NAN,TO,TO,TO
hypergraphs_rand-7-40-8-40-22500-5.xml.hg,6,3.27,NAN,TO,TO,TO
hypergraphs_rand-7-40-8-40-22500-6.xml.hg,6,3.19,NAN,TO,TO,TO
hypergraphs_rand-7-40-8-40-22500-7.xml.hg,6,29.2,NAN,TO,TO,TO
hypergraphs_rand-7-40-8-40-22500-8.xml.hg,6,20.15,NAN,TO,TO,TO
hypergraphs_rand-7-40-8-40-22500-9.xml.hg,6,2.63,NAN,TO,TO,TO
hypergraphs_rand-7-40-8-40-25000-0.xml.hg,6,2.45,BAD,TO,TO,TO
hypergraphs_rand-7-40-8-40-25000-1.xml.hg,6,28.72,NAN,TO,TO,TO
hypergraphs_rand-7-40-8-40-25000-2.xml.hg,6,19.04,NAN,TO,TO,TO
hypergraphs_rand-7-40-8-40-25000-3.xml.hg,6,3.63,NAN,TO,TO,TO
hypergraphs_rand-7-40-8-40-25000-4.xml.hg,6,2.39,NAN,TO,TO,TO
hypergraphs_rand-7-40-8-40-25000-5.xml.hg,6,3.3,BAD,TO,TO,TO
hypergraphs_rand-7-40-8-40-25000-6.xml.hg,6,3.17,NAN,TO,TO,TO
hypergraphs_rand-7-40-8-40-25000-7.xml.hg,6,28.68,BAD,TO,TO,TO
hypergraphs_rand-7-40-8-40-25000-8.xml.hg,6,19.59,NAN,TO,TO,TO
hypergraphs_rand-7-40-8-40-25000-9.xml.hg,6,2.69,NAN,TO,TO,TO
hypergraphs_rand-7-40-8-40-30000-0.xml.hg,6,2.52,NAN,TO,TO,TO
hypergraphs_rand-7-40-8-40-30000-1.xml.hg,6,28.080000000000002,NAN,TO,TO,TO
hypergraphs_rand-7-40-8-40-30000-2.xml.hg,6,18.49,NAN,TO,TO,TO
hypergraphs_rand-7-40-8-40-30000-3.xml.hg,6,3.56,NAN,TO,TO,TO
hypergraphs_rand-7-40-8-40-30000-4.xml.hg,6,2.58,TO,TO,TO,TO
hypergraphs_rand-7-40-8-40-30000-5.xml.hg,6,3.17,TO,TO,TO,TO
hypergraphs_rand-7-40-8-40-30000-6.xml.hg,6,3.33,TO,TO,TO,TO
hypergraphs_rand-7-40-8-40-30000-7.xml.hg,6,28.96,TO,TO,TO,TO
hypergraphs_rand-7-40-8-40-30000-8.xml.hg,6,19.72,TO,TO,TO,TO
hypergraphs_rand-7-40-8-40-30000-9.xml.hg,6,2.57,TO,TO,TO,TO
hypergraphs_rand-8-20-5-18-800-01.xml.hg,3,0.11,0.41,TO,1151.56,23.08
hypergraphs_rand-8-20-5-18-800-02.xml.hg,3,0.11,0.46,TO,1293.52,23.22
hypergraphs_rand-8-20-5-18-800-03.xml.hg,3,0.11,0.31,TO,TO,23.37
hypergraphs_rand-8-20-5-18-800-04.xml.hg,4,0.11,TO,TO,TO,22.41
hypergraphs_rand-8-20-5-18-800-05.xml.hg,3,0.08,0.42,TO,653.76,25.97
hypergraphs_rand-8-20-5-18-800-06.xml.hg,3,0.1,0.34,TO,673.4,23.17
hypergraphs_rand-8-20-5-18-800-07.xml.hg,3,0.12,0.39,TO,TO,22.9
hypergraphs_rand-8-20-5-18-800-08.xml.hg,3,0.14,10.11,TO,TO,23.84
hypergraphs_rand-8-20-5-18-800-09.xml.hg,3,0.09,0.75,TO,541.43,22.92
hypergraphs_rand-8-20-5-18-800-10.xml.hg,3,0.09,0.3,TO,299.7,23.36
hypergraphs_rand-8-20-5-18-800-11.xml.hg,3,0.1,0.32,TO,2200.18,22.79
hypergraphs_rand-8-20-5-18-800-12.xml.hg,3,0.11,26.55,TO,TO,22.77
hypergraphs_rand-8-20-5-18-800-13.xml.hg,3,0.09,0.41,TO,385.32,22.05
hypergraphs_rand-8-20-5-18-800-14.xml.hg,3,0.09,0.35,TO,1392.54,20.95
hypergraphs_rand-8-20-5-18-800-15.xml.hg,3,0.12,8.92,TO,3436.65,23.84
hypergraphs_rand-8-20-5-18-800-16.xml.hg,3,0.11,0.3,TO,1062.79,21.25
hypergraphs_rand-8-20-5-18-800-17.xml.hg,3,0.05,0.35,TO,412.01,23.41
hypergraphs_rand-8-20-5-18-800-18.xml.hg,3,0.12,24.81,TO,2637.4,22.61
hypergraphs_rand-8-20-5-18-800-19.xml.hg,3,0.11,0.54,TO,808.73,20.98
hypergraphs_rand-8-20-5-18-800-20.xml.hg,3,0.1,0.35,TO,1246.35,20.09
hypergraphs_rand_q0001.hg,2,0.05,0.27,0.26,0.23,80.33
hypergraphs_rand_q0002.hg,1,0.02,0.27,0.13,0.23,2.15
hypergraphs_rand_q0003.hg,8,2501.54,TO,TO,TO,TO
hypergraphs_rand_q0004.hg,3,0.16,9.53,25.89,15.2,185.84
hypergraphs_rand_q0005.hg,5,6.99,TO,TO,TO,TO
hypergraphs_rand_q0006.hg,5,1.86,TO,TO,TO,135.28
hypergraphs_rand_q0007.hg,1,0.04,0.21,0.25,0.23,3.12
hypergraphs_rand_q0008.hg,7,863.7,TO,TO,TO,TO
hypergraphs_rand_q0009.hg,-1,TO,TO,TO,TO,TO
hypergraphs_rand_q0010.hg,-1,TO,TO,TO,TO,TO
hypergraphs_rand_q0011.hg,3,0.06,6.03,TO,TO,15.72
hypergraphs_rand_q0012.hg,1,0.04,RTE,0.28,0.26,7.33
hypergraphs_rand_q0013.hg,4,1.08,0.44,TO,TO,82.81
hypergraphs_rand_q0014.hg,7,512.19,TO,TO,TO,TO
hypergraphs_rand_q0015.hg,7,327.42,TO,TO,TO,TO
hypergraphs_rand_q0016.hg,3,0.15,0.27,64.62,0.35,393.07
hypergraphs_rand_q0017.hg,6,4.79,TO,TO,TO,TO
hypergraphs_rand_q0018.hg,3,0.11,1.17,TO,2067.59,97.01
hypergraphs_rand_q0019.hg,5,4.08,0.52,TO,TO,272.17
hypergraphs_rand_q0020.hg,6,22.59,TO,TO,TO,TO
hypergraphs_rand_q0021.hg,2,0.03,0.44,10.04,0.35,6.13
hypergraphs_rand_q0022.hg,2,0.07,0.24,0.31,0.27,14.86
hypergraphs_rand_q0023.hg,-1,TO,TO,TO,TO,TO
hypergraphs_rand_q0024.hg,7,2683.97,TO,TO,TO,TO
hypergraphs_rand_q0025.hg,5,0.61,TO,TO,TO,590.52
hypergraphs_rand_q0026.hg,4,0.6,TO,TO,TO,193.42
hypergraphs_rand_q0027.hg,7,1268.6,TO,TO,TO,TO
hypergraphs_rand_q0028.hg,7,41.84,TO,MO,TO,TO
hypergraphs_rand_q0029.hg,8,778.33,TO,TO,TO,TO
hypergraphs_rand_q0030.hg,6,1416.41,TO,TO,TO,TO
hypergraphs_rand_q0031.hg,4,0.62,0.73,TO,TO,348.78
hypergraphs_rand_q0032.hg,2,0.04,0.25,0.27,0.29,4.08
hypergraphs_rand_q0033.hg,7,767.55,TO,TO,TO,TO
hypergraphs_rand_q0034.hg,4,0.09000000000000001,TO,TO,TO,100.7
hypergraphs_rand_q0035.hg,3,0.05,0.77,TO,TO,52.02
hypergraphs_rand_q0036.hg,4,0.29,1.74,TO,TO,24.63
hypergraphs_rand_q0037.hg,3,0.04,4.14,TO,TO,63.84
hypergraphs_rand_q0038.hg,4,0.28,TO,MO,TO,813.39
hypergraphs_rand_q0039.hg,4,0.15,123.96,TO,TO,20.08
hypergraphs_rand_q0040.hg,3,0.09,0.24,3.99,0.32,166.6
hypergraphs_rand_q0041.hg,5,1.62,TO,TO,TO,192.59
hypergraphs_rand_q0042.hg,5,7.89,TO,TO,TO,596.58
hypergraphs_rand_q0043.hg,5,2.0,TO,TO,TO,1293.38
hypergraphs_rand_q0044.hg,-1,TO,TO,TO,TO,TO
hypergraphs_rand_q0045.hg,2,0.09,0.3,0.41,0.36,26.38
hypergraphs_rand_q0046.hg,5,1.06,TO,TO,TO,2892.95
hypergraphs_rand_q0047.hg,6,5.64,TO,TO,TO,TO
hypergraphs_rand_q0048.hg,4,0.36,4.39,TO,TO,91.85
hypergraphs_rand_q0049.hg,-1,TO,TO,TO,TO,TO
hypergraphs_rand_q0050.hg,4,0.25,TO,TO,TO,265.69
hypergraphs_rand_q0051.hg,4,0.11,6.06,TO,TO,46.86
hypergraphs_rand_q0052.hg,3,0.1,0.25,1.4,0.31,146.23
hypergraphs_rand_q0053.hg,2,0.06,0.25,0.27,0.26,221.4
hypergraphs_rand_q0054.hg,-1,TO,TO,TO,TO,TO
hypergraphs_rand_q0055.hg,-1,TO,TO,TO,TO,TO
hypergraphs_rand_q0056.hg,4,0.13,5.89,TO,TO,113.47
hypergraphs_rand_q0057.hg,7,255.66,TO,TO,TO,TO
hypergraphs_rand_q0058.hg,-1,TO,TO,TO,TO,TO
hypergraphs_rand_q0059.hg,5,1.01,2942.07,TO,TO,312.14
hypergraphs_rand_q0060.hg,5,5.57,0.45,TO,TO,1282.64
hypergraphs_rand_q0061.hg,5,9.01,TO,TO,TO,332.81
hypergraphs_rand_q0062.hg,4,0.31,913.75,TO,TO,111.55
hypergraphs_rand_q0063.hg,6,1030.86,TO,TO,TO,TO
hypergraphs_rand_q0064.hg,3,0.07,0.54,TO,TO,64.23
hypergraphs_rand_q0065.hg,7,32.54,TO,TO,TO,TO
hypergraphs_rand_q0066.hg,6,28.79,TO,TO,TO,TO
hypergraphs_rand_q0067.hg,4,1.07,TO,TO,TO,129.59
hypergraphs_rand_q0068.hg,7,23.76,TO,TO,TO,TO
hypergraphs_rand_q0069.hg,5,7.78,TO,TO,TO,552.42
hypergraphs_rand_q0070.hg,6,197.17,TO,TO,TO,TO
hypergraphs_rand_q0071.hg,3,0.1,0.41,0.92,0.45,87.11
hypergraphs_rand_q0072.hg,2,0.05,0.37,0.31,0.16,90.39
hypergraphs_rand_q0073.hg,6,140.37,TO,TO,TO,TO
hypergraphs_rand_q0074.hg,4,0.1,TO,TO,TO,81.51
hypergraphs_rand_q0075.hg,5,0.83,TO,TO,TO,TO
hypergraphs_rand_q0076.hg,3,0.15,0.25,230.04,0.46,63.27
hypergraphs_rand_q0077.hg,6,81.48,TO,TO,TO,TO
hypergraphs_rand_q0078.hg,4,0.5,0.3,TO,235.33,713.03
hypergraphs_rand_q0079.hg,2,0.03,0.31,3.77,0.26,18.48
hypergraphs_rand_q0080.hg,3,0.16,0.22,281.29,0.4,63.37
hypergraphs_rand_q0081.hg,5,1.52,3.56,TO,TO,147.93
