instance,tw,triang_tw,tamaki,quickbb,p17
primalgraphs_Pi-20-10-20-30-56.xml.hg.graph,7,0.03,0.27,0.03,0.04
primalgraphs_Pi-20-10-20-30-57.xml.hg.graph,6,0.01,0.28,0.0,0.04
primalgraphs_Pi-20-10-20-30-58.xml.hg.graph,6,0.02,0.27,0.0,0.04
primalgraphs_Pi-20-10-20-30-59.xml.hg.graph,8,0.02,0.3,0.11,0.04
primalgraphs_Pi-20-10-20-30-60.xml.hg.graph,6,0.01,0.29000000000000004,0.01,0.04
primalgraphs_Pi-20-10-20-30-61.xml.hg.graph,7,0.03,0.24,0.03,0.04
primalgraphs_Pi-20-10-20-30-62.xml.hg.graph,8,0.03,0.27,0.16,0.05
primalgraphs_Pi-20-10-20-30-63.xml.hg.graph,7,0.03,0.28,0.02,0.04
primalgraphs_Pi-20-10-20-30-64.xml.hg.graph,7,0.02,0.32,0.13,0.04
primalgraphs_Pi-20-10-20-30-65.xml.hg.graph,7,0.03,0.27,0.03,0.04
primalgraphs_Pi-20-10-20-30-66.xml.hg.graph,7,0.02,0.27,0.03,0.04
primalgraphs_Pi-20-10-20-30-67.xml.hg.graph,8,0.03,0.29000000000000004,0.11,0.05
primalgraphs_Pi-20-10-20-30-68.xml.hg.graph,7,0.03,0.31,0.02,0.04
primalgraphs_Pi-20-10-20-30-69.xml.hg.graph,6,0.03,0.3,0.02,0.04
primalgraphs_Pi-20-10-20-30-70.xml.hg.graph,7,0.02,0.28,0.01,0.04
primalgraphs_Pi-20-10-20-30-71.xml.hg.graph,7,0.01,0.29000000000000004,0.04,0.04
primalgraphs_Pi-20-10-20-30-72.xml.hg.graph,7,0.03,0.24,0.01,0.04
primalgraphs_Pi-20-10-20-30-73.xml.hg.graph,7,0.03,0.27,0.04,0.04
primalgraphs_Pi-20-10-20-30-74.xml.hg.graph,7,0.02,0.28,0.04,0.04
primalgraphs_Pi-20-10-20-30-75.xml.hg.graph,7,0.04,0.3,0.12,0.04
primalgraphs_Pi-20-10-20-30-76.xml.hg.graph,8,0.02,0.32,0.18,0.04
primalgraphs_Pi-20-10-20-30-77.xml.hg.graph,7,0.03,0.29,0.04,0.04
primalgraphs_Pi-20-10-20-30-78.xml.hg.graph,8,0.03,0.31,0.13,0.04
primalgraphs_Pi-20-10-20-30-79.xml.hg.graph,7,0.02,0.25,0.0,0.05
primalgraphs_Pi-20-10-20-30-80.xml.hg.graph,8,0.03,0.31,0.12,0.04
primalgraphs_Pi-20-10-20-30-81.xml.hg.graph,8,0.03,0.30000000000000004,0.09,0.05
primalgraphs_Pi-20-10-20-30-82.xml.hg.graph,7,0.03,0.32,0.19,0.05
primalgraphs_Pi-20-10-20-30-83.xml.hg.graph,8,0.03,0.29000000000000004,0.61,0.04
primalgraphs_Pi-20-10-20-30-84.xml.hg.graph,8,0.03,0.31,0.19,0.04
primalgraphs_Pi-20-10-20-30-85.xml.hg.graph,7,0.03,0.31,0.03,0.04
primalgraphs_Pi-20-10-20-30-86.xml.hg.graph,7,0.03,0.27,0.03,0.05
primalgraphs_Pi-20-10-20-30-87.xml.hg.graph,7,0.02,0.25,0.01,0.04
primalgraphs_Pi-20-10-20-30-88.xml.hg.graph,8,0.03,0.33,0.09,0.05
primalgraphs_Pi-20-10-20-30-89.xml.hg.graph,8,0.04,0.33,0.22,0.04
primalgraphs_Pi-20-10-20-30-90.xml.hg.graph,7,0.03,0.28,0.1,0.04
primalgraphs_Pi-20-10-20-30-91.xml.hg.graph,7,0.01,0.27,0.02,0.04
primalgraphs_Pi-20-10-20-30-92.xml.hg.graph,7,0.02,0.27,0.01,0.04
primalgraphs_Pi-20-10-20-30-93.xml.hg.graph,6,0.03,0.29000000000000004,0.01,0.04
primalgraphs_Pi-20-10-20-30-94.xml.hg.graph,8,0.02,0.32,0.59,0.05
primalgraphs_Pi-20-10-20-30-95.xml.hg.graph,6,0.03,0.29,0.0,0.05
primalgraphs_Pi-20-10-20-30-96.xml.hg.graph,7,0.02,0.27,0.02,0.04
primalgraphs_Pi-20-10-20-30-97.xml.hg.graph,7,0.02,0.26,0.02,0.04
primalgraphs_Pi-20-10-20-30-98.xml.hg.graph,7,0.02,0.29000000000000004,0.03,0.04
primalgraphs_Pi-20-10-20-30-99.xml.hg.graph,7,0.03,0.27,0.25,0.04
primalgraphs_Pi-20-10-20-40-00.xml.hg.graph,7,0.03,0.32,0.03,0.05
primalgraphs_Pi-20-10-20-40-01.xml.hg.graph,7,0.03,0.26,0.09,0.04
primalgraphs_Pi-20-10-20-40-02.xml.hg.graph,6,0.03,0.23,0.01,0.04
primalgraphs_Pi-20-10-20-40-03.xml.hg.graph,6,0.03,0.23,0.01,0.04
primalgraphs_Pi-20-10-20-40-04.xml.hg.graph,7,0.03,0.24,0.04,0.04
primalgraphs_Pi-20-10-20-40-05.xml.hg.graph,7,0.03,0.25,0.01,0.04
primalgraphs_Pi-20-10-20-40-06.xml.hg.graph,7,0.03,0.28,0.01,0.04
primalgraphs_Pi-20-10-20-40-07.xml.hg.graph,7,0.02,0.32,0.04,0.04
primalgraphs_Pi-20-10-20-40-08.xml.hg.graph,6,0.02,0.27,0.0,0.04
primalgraphs_Pi-20-10-20-40-09.xml.hg.graph,9,0.04,0.31,0.52,0.05
primalgraphs_Pi-20-10-20-40-10.xml.hg.graph,7,0.03,0.27,0.02,0.04
primalgraphs_Pi-20-10-20-40-11.xml.hg.graph,7,0.03,0.29000000000000004,0.12,0.04
primalgraphs_Pi-20-10-20-40-12.xml.hg.graph,8,0.03,0.33,0.12,0.04
primalgraphs_Pi-20-10-20-40-13.xml.hg.graph,7,0.02,0.32,0.02,0.04
primalgraphs_Pi-20-10-20-40-14.xml.hg.graph,7,0.02,0.25,0.02,0.04
primalgraphs_Pi-20-10-20-40-15.xml.hg.graph,6,0.02,0.28,0.01,0.04
primalgraphs_Pi-20-10-20-40-16.xml.hg.graph,7,0.01,0.32,0.02,0.05
primalgraphs_Pi-20-10-20-40-17.xml.hg.graph,7,0.03,0.32,0.02,0.04
primalgraphs_Pi-20-10-20-40-18.xml.hg.graph,7,0.03,0.27,0.08,0.04
primalgraphs_Pi-20-10-20-40-19.xml.hg.graph,6,0.01,0.28,0.0,0.04
primalgraphs_Pi-20-10-20-40-20.xml.hg.graph,6,0.02,0.22,0.0,0.04
primalgraphs_Pi-20-10-20-40-21.xml.hg.graph,7,0.03,0.31,0.01,0.04
primalgraphs_Pi-20-10-20-40-22.xml.hg.graph,8,0.03,0.31,0.16,0.05
primalgraphs_Pi-20-10-20-40-23.xml.hg.graph,8,0.02,0.33,0.07,0.05
primalgraphs_Pi-20-10-20-40-24.xml.hg.graph,7,0.02,0.27,0.01,0.04
primalgraphs_Pi-20-10-20-40-25.xml.hg.graph,8,0.03,0.31,0.28,0.04
primalgraphs_Pi-20-10-20-40-26.xml.hg.graph,7,0.03,0.28,0.01,0.05
primalgraphs_Pi-20-10-20-40-27.xml.hg.graph,7,0.02,0.28,0.05,0.05
primalgraphs_Pi-20-10-20-40-28.xml.hg.graph,8,0.03,0.30000000000000004,0.39,0.04
primalgraphs_Pi-20-10-20-40-29.xml.hg.graph,8,0.03,0.31,0.2,0.05
primalgraphs_Pi-20-10-20-40-30.xml.hg.graph,6,0.02,0.27,0.0,0.04
primalgraphs_Pi-20-10-20-40-31.xml.hg.graph,7,0.03,0.32,0.01,0.04
primalgraphs_Pi-20-10-20-40-32.xml.hg.graph,7,0.03,0.29000000000000004,0.04,0.03
primalgraphs_Pi-20-10-20-40-33.xml.hg.graph,7,0.03,0.28,0.09,0.04
primalgraphs_Pi-20-10-20-40-34.xml.hg.graph,7,0.02,0.27,0.01,0.04
primalgraphs_Pi-20-10-20-40-35.xml.hg.graph,8,0.03,0.34,0.12,0.04
primalgraphs_Pi-20-10-20-40-36.xml.hg.graph,8,0.03,0.29000000000000004,0.29,0.04
primalgraphs_Pi-20-10-20-40-37.xml.hg.graph,7,0.03,0.29000000000000004,0.05,0.05
primalgraphs_Pi-20-10-20-40-38.xml.hg.graph,6,0.02,0.26,0.01,0.04
primalgraphs_Pi-20-10-20-40-39.xml.hg.graph,7,0.01,0.23,0.02,0.04
primalgraphs_Pi-20-10-20-40-40.xml.hg.graph,7,0.03,0.28,0.0,0.04
primalgraphs_Pi-20-10-20-40-41.xml.hg.graph,7,0.03,0.32,0.01,0.04
primalgraphs_Pi-20-10-20-40-42.xml.hg.graph,7,0.02,0.29000000000000004,0.06,0.04
primalgraphs_Pi-20-10-20-40-43.xml.hg.graph,7,0.03,0.27,0.02,0.04
primalgraphs_Pi-20-10-20-40-44.xml.hg.graph,7,0.02,0.30000000000000004,0.09,0.04
primalgraphs_Pi-20-10-20-40-45.xml.hg.graph,6,0.02,0.31,0.0,0.04
primalgraphs_Pi-20-10-20-40-46.xml.hg.graph,7,0.03,0.33,0.04,0.05
primalgraphs_Pi-20-10-20-40-47.xml.hg.graph,7,0.01,0.25,0.02,0.04
primalgraphs_Pi-20-10-20-40-48.xml.hg.graph,8,0.03,0.27,0.1,0.04
primalgraphs_Pi-20-10-20-40-49.xml.hg.graph,8,0.04,0.33,0.52,0.04
primalgraphs_Pi-20-10-20-40-50.xml.hg.graph,7,0.03,0.32,0.0,0.04
primalgraphs_Pi-20-10-20-40-51.xml.hg.graph,8,0.04,0.31,0.54,0.04
primalgraphs_Pi-20-10-20-40-52.xml.hg.graph,8,0.03,0.3,0.19,0.04
primalgraphs_Pi-20-10-20-40-53.xml.hg.graph,8,0.03,0.29000000000000004,0.23,0.05
primalgraphs_Pi-20-10-20-40-54.xml.hg.graph,8,0.02,0.29,0.06,0.04
primalgraphs_Pi-20-10-20-40-55.xml.hg.graph,8,0.03,0.35000000000000003,0.24,0.04
primalgraphs_Pi-20-10-20-40-56.xml.hg.graph,8,0.03,0.29000000000000004,0.1,0.05
primalgraphs_Pi-20-10-20-40-57.xml.hg.graph,7,0.01,0.28,0.01,0.04
primalgraphs_Pi-20-10-20-40-58.xml.hg.graph,8,0.03,0.29000000000000004,0.21,0.04
primalgraphs_Pi-20-10-20-40-59.xml.hg.graph,7,0.02,0.27,0.0,0.04
primalgraphs_Pi-20-10-20-40-60.xml.hg.graph,7,0.03,0.29000000000000004,0.04,0.04
primalgraphs_Pi-20-10-20-40-61.xml.hg.graph,6,0.03,0.29000000000000004,0.0,0.05
primalgraphs_Pi-20-10-20-40-62.xml.hg.graph,7,0.03,0.25,0.04,0.04
primalgraphs_Pi-20-10-20-40-63.xml.hg.graph,7,0.03,0.32,0.03,0.04
primalgraphs_Pi-20-10-20-40-64.xml.hg.graph,8,0.03,0.27,0.06,0.04
primalgraphs_Pi-20-10-20-40-65.xml.hg.graph,7,0.03,0.32,0.03,0.04
primalgraphs_Pi-20-10-20-40-66.xml.hg.graph,7,0.03,0.25,0.03,0.04
primalgraphs_Pi-20-10-20-40-67.xml.hg.graph,7,0.03,0.29000000000000004,0.02,0.04
primalgraphs_Pi-20-10-20-40-68.xml.hg.graph,7,0.03,0.27,0.03,0.04
primalgraphs_Pi-20-10-20-40-69.xml.hg.graph,8,0.02,0.29000000000000004,0.04,0.04
primalgraphs_Pi-20-10-20-40-70.xml.hg.graph,8,0.03,0.26,0.14,0.04
primalgraphs_Pi-20-10-20-40-71.xml.hg.graph,7,0.04,0.25,0.07,0.05
primalgraphs_Pi-20-10-20-40-72.xml.hg.graph,7,0.02,0.28,0.04,0.04
primalgraphs_Pi-20-10-20-40-73.xml.hg.graph,8,0.03,0.32,0.13,0.04
primalgraphs_Pi-20-10-20-40-74.xml.hg.graph,7,0.03,0.28,0.05,0.04
primalgraphs_Pi-20-10-20-40-75.xml.hg.graph,8,0.03,0.25,0.14,0.04
primalgraphs_Pi-20-10-20-40-76.xml.hg.graph,8,0.03,0.26,0.39,0.04
primalgraphs_Pi-20-10-20-40-77.xml.hg.graph,8,0.02,0.26,0.03,0.04
primalgraphs_Pi-20-10-20-40-78.xml.hg.graph,6,0.02,0.25,0.03,0.04
primalgraphs_Pi-20-10-20-40-79.xml.hg.graph,7,0.02,0.31,0.02,0.04
primalgraphs_Pi-20-10-20-40-80.xml.hg.graph,8,0.03,0.28,0.18,0.04
primalgraphs_Pi-20-10-20-40-81.xml.hg.graph,7,0.03,0.28,0.05,0.04
primalgraphs_Pi-20-10-20-40-82.xml.hg.graph,7,0.03,0.30000000000000004,0.02,0.04
primalgraphs_Pi-20-10-20-40-83.xml.hg.graph,8,0.03,0.32,0.12,0.04
primalgraphs_Pi-20-10-20-40-84.xml.hg.graph,7,0.02,0.3,0.02,0.04
primalgraphs_Pi-20-10-20-40-85.xml.hg.graph,6,0.02,0.3,0.02,0.04
primalgraphs_Pi-20-10-20-40-86.xml.hg.graph,8,0.03,0.32,0.07,0.04
primalgraphs_Pi-20-10-20-40-87.xml.hg.graph,8,0.03,0.31,0.08,0.04
primalgraphs_Pi-20-10-20-40-88.xml.hg.graph,7,0.02,0.31,0.01,0.04
primalgraphs_Pi-20-10-20-40-89.xml.hg.graph,7,0.01,0.28,0.01,0.04
primalgraphs_Pi-20-10-20-40-90.xml.hg.graph,7,0.03,0.3,0.01,0.04
primalgraphs_Pi-20-10-20-40-91.xml.hg.graph,7,0.03,0.32,0.03,0.05
primalgraphs_Pi-20-10-20-40-92.xml.hg.graph,7,0.03,0.27,0.05,0.04
primalgraphs_Pi-20-10-20-40-93.xml.hg.graph,8,0.03,0.31,0.33,0.04
primalgraphs_Pi-20-10-20-40-94.xml.hg.graph,7,0.02,0.33,0.03,0.04
primalgraphs_Pi-20-10-20-40-95.xml.hg.graph,8,0.03,0.32,0.12,0.04
primalgraphs_Pi-20-10-20-40-96.xml.hg.graph,7,0.03,0.25,0.01,0.04
primalgraphs_Pi-20-10-20-40-97.xml.hg.graph,6,0.01,0.27,0.01,0.04
primalgraphs_Pi-20-10-20-40-98.xml.hg.graph,7,0.03,0.28,0.02,0.04
primalgraphs_Pi-20-10-20-40-99.xml.hg.graph,7,0.03,0.30000000000000004,0.03,0.04
primalgraphs_Pi-40-10-07948-40-00.xml.hg.graph,11,0.28,0.82,TO,0.06
primalgraphs_Pi-40-10-07948-40-01.xml.hg.graph,12,0.69,1.3199999999999998,TO,0.17
primalgraphs_Pi-40-10-07948-40-02.xml.hg.graph,11,0.89,1.21,TO,0.11
primalgraphs_Pi-40-10-07948-40-03.xml.hg.graph,11,0.93,1.08,TO,0.11
primalgraphs_Pi-40-10-07948-40-04.xml.hg.graph,9,0.09,0.49,15.05,0.05
primalgraphs_Pi-40-10-07948-40-05.xml.hg.graph,10,0.21,0.7,501.43,0.05
primalgraphs_Pi-40-10-07948-40-06.xml.hg.graph,10,0.13,0.5599999999999999,218.65,0.05
primalgraphs_Pi-40-10-07948-40-07.xml.hg.graph,11,0.79,1.11,TO,0.08
primalgraphs_Pi-40-10-07948-40-08.xml.hg.graph,11,0.41,0.7999999999999999,TO,0.08
primalgraphs_Pi-40-10-07948-40-09.xml.hg.graph,11,0.55,1.95,TO,0.1
primalgraphs_Pi-40-10-07948-40-10.xml.hg.graph,10,0.23,0.7,3287.6400000000003,0.06
primalgraphs_Pi-40-10-07948-40-11.xml.hg.graph,11,0.29,0.82,2244.86,0.06
primalgraphs_Pi-40-10-07948-40-12.xml.hg.graph,11,1.53,1.1700000000000002,TO,0.12
primalgraphs_Pi-40-10-07948-40-13.xml.hg.graph,11,0.14,0.76,285.91,0.05
primalgraphs_Pi-40-10-07948-40-14.xml.hg.graph,12,1.42,2.14,TO,0.16
primalgraphs_Pi-40-10-07948-40-15.xml.hg.graph,11,0.26,1.2100000000000002,1510.66,0.08
primalgraphs_Pi-40-10-07948-40-16.xml.hg.graph,11,0.91,1.3199999999999998,TO,0.12
primalgraphs_Pi-40-10-07948-40-17.xml.hg.graph,11,0.97,1.29,TO,0.11
primalgraphs_Pi-40-10-07948-40-18.xml.hg.graph,13,2.18,3.29,TO,0.28
primalgraphs_Pi-40-10-07948-40-19.xml.hg.graph,12,1.19,2.31,TO,0.24
primalgraphs_Pi-40-10-07948-40-20.xml.hg.graph,11,0.81,1.2400000000000002,TO,0.11
primalgraphs_Pi-40-10-07948-40-21.xml.hg.graph,12,0.58,1.6,TO,0.15
primalgraphs_Pi-40-10-07948-40-22.xml.hg.graph,10,0.77,0.6,TO,0.05
primalgraphs_Pi-40-10-07948-40-23.xml.hg.graph,11,0.68,1.38,TO,0.09
primalgraphs_Pi-40-10-07948-40-24.xml.hg.graph,11,0.69,1.1400000000000001,TO,0.07
primalgraphs_Pi-40-10-07948-40-25.xml.hg.graph,11,0.2,0.88,TO,0.08
primalgraphs_Pi-40-10-07948-40-26.xml.hg.graph,12,1.34,2.23,TO,0.19
primalgraphs_Pi-40-10-07948-40-27.xml.hg.graph,11,0.16,0.65,270.82,0.06
primalgraphs_Pi-40-10-07948-40-28.xml.hg.graph,11,0.21,0.78,736.4100000000001,0.06
primalgraphs_Pi-40-10-07948-40-29.xml.hg.graph,11,0.5,1.07,TO,0.13
primalgraphs_Pi-40-10-07948-40-30.xml.hg.graph,10,0.18,0.61,1123.33,0.05
primalgraphs_Pi-40-10-07948-40-31.xml.hg.graph,12,1.86,3.2199999999999998,TO,0.18
primalgraphs_Pi-40-10-07948-40-32.xml.hg.graph,11,0.41,1.01,TO,0.08
primalgraphs_Pi-40-10-07948-40-33.xml.hg.graph,10,0.18,0.6799999999999999,706.73,0.06
primalgraphs_Pi-40-10-07948-40-34.xml.hg.graph,11,0.77,1.23,TO,0.12
primalgraphs_Pi-40-10-07948-40-35.xml.hg.graph,11,0.21,0.76,2633.3399999999997,0.07
primalgraphs_Pi-40-10-07948-40-36.xml.hg.graph,10,0.12,0.53,92.83,0.05
primalgraphs_Pi-40-10-07948-40-37.xml.hg.graph,12,0.76,2.06,TO,0.18
primalgraphs_Pi-40-10-07948-40-38.xml.hg.graph,13,1.69,2.29,TO,0.28
primalgraphs_Pi-40-10-07948-40-39.xml.hg.graph,11,0.21,0.85,2270.34,0.08
primalgraphs_Pi-40-10-07948-40-40.xml.hg.graph,11,0.57,1.12,TO,0.09
primalgraphs_Pi-40-10-07948-40-41.xml.hg.graph,10,0.35,0.6100000000000001,2250.1,0.05
primalgraphs_Pi-40-10-07948-40-42.xml.hg.graph,11,0.17,0.85,899.5,0.06
primalgraphs_Pi-40-10-07948-40-43.xml.hg.graph,11,0.25,0.71,2119.64,0.07
primalgraphs_Pi-40-10-07948-40-44.xml.hg.graph,11,0.54,1.26,TO,0.1
primalgraphs_Pi-40-10-07948-40-45.xml.hg.graph,11,0.31,0.95,TO,0.08
primalgraphs_Pi-40-10-07948-40-46.xml.hg.graph,10,0.33,0.6799999999999999,1700.57,0.06
primalgraphs_Pi-40-10-07948-40-47.xml.hg.graph,12,1.99,1.5499999999999998,TO,0.16
primalgraphs_Pi-40-10-07948-40-48.xml.hg.graph,12,1.63,2.44,TO,0.18
primalgraphs_Pi-40-10-07948-40-49.xml.hg.graph,12,0.95,1.4200000000000002,TO,0.17
primalgraphs_Pi-40-10-07948-40-50.xml.hg.graph,11,0.54,1.2400000000000002,TO,0.1
primalgraphs_Pi-40-10-07948-40-51.xml.hg.graph,11,0.24,0.79,2740.1,0.08
primalgraphs_Pi-40-10-07948-40-52.xml.hg.graph,11,0.39,0.94,TO,0.09
primalgraphs_Pi-40-10-07948-40-53.xml.hg.graph,11,0.8,1.32,TO,0.09
primalgraphs_Pi-40-10-07948-40-54.xml.hg.graph,12,1.28,1.5099999999999998,TO,0.19
primalgraphs_Pi-40-10-07948-40-55.xml.hg.graph,11,0.38,1.05,TO,0.09
primalgraphs_Pi-40-10-07948-40-56.xml.hg.graph,11,0.19,0.91,TO,0.08
primalgraphs_Pi-40-10-07948-40-57.xml.hg.graph,12,0.54,1.35,TO,0.09
primalgraphs_Pi-40-10-07948-40-58.xml.hg.graph,11,0.73,1.1700000000000002,TO,0.13
primalgraphs_Pi-40-10-07948-40-59.xml.hg.graph,9,0.25,0.65,TO,0.05
primalgraphs_Pi-40-10-07948-40-60.xml.hg.graph,12,0.75,1.5499999999999998,TO,0.16
primalgraphs_Pi-40-10-07948-40-61.xml.hg.graph,12,0.41,1.48,TO,0.1
primalgraphs_Pi-40-10-07948-40-62.xml.hg.graph,10,0.32,0.84,TO,0.07
primalgraphs_Pi-40-10-07948-40-63.xml.hg.graph,12,0.86,1.2100000000000002,TO,0.11
primalgraphs_Pi-40-10-07948-40-64.xml.hg.graph,11,0.44,0.95,TO,0.11
primalgraphs_Pi-40-10-07948-40-65.xml.hg.graph,12,1.31,2.07,TO,0.18
primalgraphs_Pi-40-10-07948-40-66.xml.hg.graph,11,0.44,1.28,TO,0.07
primalgraphs_Pi-40-10-07948-40-67.xml.hg.graph,11,0.61,1.23,TO,0.09
primalgraphs_Pi-40-10-07948-40-68.xml.hg.graph,11,0.24,0.6599999999999999,952.67,0.07
primalgraphs_Pi-40-10-07948-40-69.xml.hg.graph,11,0.57,1.1800000000000002,TO,0.09
primalgraphs_Pi-40-10-07948-40-70.xml.hg.graph,10,0.39,0.8099999999999999,1357.1,0.06
primalgraphs_Pi-40-10-07948-40-71.xml.hg.graph,13,3.37,3.4000000000000004,TO,0.36
primalgraphs_Pi-40-10-07948-40-72.xml.hg.graph,11,0.13,0.71,217.13,0.06
primalgraphs_Pi-40-10-07948-40-73.xml.hg.graph,11,0.38,1.1400000000000001,TO,0.09
primalgraphs_Pi-40-10-07948-40-74.xml.hg.graph,10,0.65,0.77,TO,0.06
primalgraphs_Pi-40-10-07948-40-75.xml.hg.graph,12,0.72,1.46,TO,0.13
primalgraphs_Pi-40-10-07948-40-76.xml.hg.graph,11,0.36,0.72,TO,0.09
primalgraphs_Pi-40-10-07948-40-77.xml.hg.graph,12,1.43,2.3000000000000003,TO,0.27
primalgraphs_Pi-40-10-07948-40-78.xml.hg.graph,11,1.48,1.44,TO,0.1
primalgraphs_Pi-40-10-07948-40-79.xml.hg.graph,11,0.23,0.9199999999999999,1694.21,0.07
primalgraphs_Pi-40-10-07948-40-80.xml.hg.graph,10,0.2,0.6799999999999999,2126.69,0.06
primalgraphs_Pi-40-10-07948-40-81.xml.hg.graph,12,0.55,1.71,TO,0.14
primalgraphs_Pi-40-10-07948-40-82.xml.hg.graph,10,0.34,0.71,2060.19,0.06
primalgraphs_Pi-40-10-07948-40-83.xml.hg.graph,12,0.69,1.97,TO,0.15
primalgraphs_Pi-40-10-07948-40-84.xml.hg.graph,10,0.36,0.6499999999999999,TO,0.05
primalgraphs_Pi-40-10-07948-40-85.xml.hg.graph,11,0.16,0.6599999999999999,579.38,0.05
primalgraphs_Pi-40-10-07948-40-86.xml.hg.graph,10,0.32,0.71,2779.66,0.06
primalgraphs_Pi-40-10-07948-40-87.xml.hg.graph,11,0.33,0.96,TO,0.07
primalgraphs_Pi-40-10-07948-40-88.xml.hg.graph,11,0.42,0.9,TO,0.09
primalgraphs_Pi-40-10-07948-40-89.xml.hg.graph,12,0.57,1.19,TO,0.13
primalgraphs_Pi-40-10-07948-40-90.xml.hg.graph,11,0.52,0.99,TO,0.09
primalgraphs_Pi-40-10-07948-40-91.xml.hg.graph,12,0.76,1.5299999999999998,TO,0.16
primalgraphs_Pi-40-10-07948-40-92.xml.hg.graph,12,0.81,1.1099999999999999,TO,0.11
primalgraphs_Pi-40-10-07948-40-93.xml.hg.graph,11,0.33,0.97,TO,0.08
primalgraphs_Pi-40-10-07948-40-94.xml.hg.graph,10,0.16,0.51,398.99,0.05
primalgraphs_Pi-40-10-07948-40-95.xml.hg.graph,12,0.56,1.4300000000000002,TO,0.13
primalgraphs_Pi-40-10-07948-40-96.xml.hg.graph,11,0.41,1.38,TO,0.08
primalgraphs_Pi-40-10-07948-40-97.xml.hg.graph,12,1.36,2.61,TO,0.31
primalgraphs_Pi-40-10-07948-40-98.xml.hg.graph,10,0.3,1.37,931.96,0.06
primalgraphs_Pi-40-10-07948-40-99.xml.hg.graph,12,0.56,1.74,TO,0.11
primalgraphs_Renault-souffleuse-pos.xml.hg.graph,3,0.02,0.23,0.0,0.03
primalgraphs_Renault-souffleuse.xml.hg.graph,3,0.01,0.21,0.0,0.03
primalgraphs_STB-128-q1.hg.graph,3,0.01,0.17,0.0,0.03
primalgraphs_STB-128-q10.hg.graph,3,0.01,0.17,0.0,0.02
primalgraphs_STB-128-q11.hg.graph,7,0.02,0.21,0.0,0.03
primalgraphs_STB-128-q12.hg.graph,6,0.02,0.21,0.0,0.03
primalgraphs_STB-128-q13.hg.graph,4,0.01,0.21,0.0,0.03
primalgraphs_STB-128-q14.hg.graph,5,0.02,0.24,0.0,0.03
primalgraphs_STB-128-q15.hg.graph,5,0.01,0.21000000000000002,0.0,0.03
primalgraphs_STB-128-q16.hg.graph,6,0.01,0.23,0.0,0.03
primalgraphs_STB-128-q17.hg.graph,4,0.03,0.22,0.01,0.03
primalgraphs_STB-128-q18.hg.graph,3,0.02,0.19,0.0,0.02
primalgraphs_STB-128-q19.hg.graph,7,0.02,0.24,0.0,0.03
primalgraphs_STB-128-q2.hg.graph,3,0.02,0.22,0.0,0.03
primalgraphs_STB-128-q20.hg.graph,6,0.02,0.27,0.0,0.03
primalgraphs_STB-128-q3.hg.graph,6,0.02,0.2,0.0,0.03
primalgraphs_STB-128-q4.hg.graph,4,0.02,0.2,0.0,0.03
primalgraphs_STB-128-q5.hg.graph,4,0.02,0.2,0.0,0.03
primalgraphs_STB-128-q6.hg.graph,7,0.02,0.19,0.0,0.02
primalgraphs_STB-128-q7.hg.graph,1,0.01,0.2,0.0,0.03
primalgraphs_STB-128-q8.hg.graph,7,0.01,0.23,0.0,0.03
primalgraphs_STB-128-q9.hg.graph,3,0.02,0.2,0.0,0.03
primalgraphs_adder_15.hg.graph,3,0.02,0.48,0.16,0.03
primalgraphs_adder_25.hg.graph,3,0.03,0.6,0.75,0.03
primalgraphs_adder_50.hg.graph,3,0.03,1.3,5.06,0.03
primalgraphs_adder_75.hg.graph,3,0.04,3.04,19.64,0.04
primalgraphs_adder_99.hg.graph,3,0.05,4.0,42.98,0.05
primalgraphs_aim-50-1-6-sat-1.xml.hg.graph,16,145.55,4.49,TO,5.58
primalgraphs_aim-50-1-6-sat-2.xml.hg.graph,15,88.0,2.3400000000000003,TO,0.82
primalgraphs_aim-50-1-6-sat-3.xml.hg.graph,16,231.58,3.83,TO,3.28
primalgraphs_aim-50-1-6-sat-4.xml.hg.graph,17,308.63,7.68,TO,18.64
primalgraphs_aim-50-1-6-unsat-1.xml.hg.graph,14,42.38,1.7200000000000002,TO,0.26
primalgraphs_aim-50-1-6-unsat-2.xml.hg.graph,17,108.23,4.37,TO,2.04
primalgraphs_aim-50-1-6-unsat-3.xml.hg.graph,16,109.6,4.78,TO,3.17
primalgraphs_aim-50-1-6-unsat-4.xml.hg.graph,19,151.62,8.28,TO,9.25
primalgraphs_aim-50-1_6-no-3.hg.graph,16,115.55,4.76,TO,2.87
primalgraphs_aim-50-2-0-sat-1.xml.hg.graph,21,639.1,6.82,TO,27.56
primalgraphs_aim-50-2-0-sat-2.xml.hg.graph,20,609.7,5.390000000000001,TO,12.03
primalgraphs_aim-50-2-0-sat-3.xml.hg.graph,20,237.76,4.3500000000000005,TO,6.680000000000001
primalgraphs_aim-50-2-0-sat-4.xml.hg.graph,17,304.11,2.07,TO,0.6
primalgraphs_aim-50-2-0-unsat-1.xml.hg.graph,23,661.54,5.71,TO,12.66
primalgraphs_aim-50-2-0-unsat-2.xml.hg.graph,23,409.73,7.67,TO,23.47
primalgraphs_aim-50-2-0-unsat-3.xml.hg.graph,23,438.67,8.790000000000001,TO,28.04
primalgraphs_aim-50-2-0-unsat-4.xml.hg.graph,21,133.58,3.97,TO,4.83
