instance,fhtw,n,kn,time,phase,minseps,pmcs
hypergraphs_rand-3-24-24-76-632f-27.xml.hg,5.667,24,24,0.26,5,189,715
hypergraphs_rand-3-24-24-76-632f-28.xml.hg,5.000,24,24,0.15,5,108,339
hypergraphs_rand-3-24-24-76-632f-29.xml.hg,5.333,24,24,0.18000000000000002,5,117,365
hypergraphs_rand-3-24-24-76-632f-30.xml.hg,5.333,24,24,0.24000000000000002,5,180,627
hypergraphs_rand-3-24-24-76-632f-31.xml.hg,5.077,24,24,0.22,5,163,556
hypergraphs_rand-3-24-24-76-632f-32.xml.hg,5.000,24,24,0.16,5,93,290
hypergraphs_rand-3-24-24-76-632f-33.xml.hg,5.376,24,24,0.22,5,149,509
hypergraphs_rand-3-24-24-76-632f-34.xml.hg,5.333,24,24,0.21,5,141,464
hypergraphs_rand-3-24-24-76-632f-35.xml.hg,5.667,24,24,0.2,5,124,413
hypergraphs_rand-3-24-24-76-632f-36.xml.hg,5.333,24,24,0.17,5,110,354
hypergraphs_rand-3-24-24-76-632f-37.xml.hg,5.333,24,23,0.15000000000000002,5,87,252
hypergraphs_rand-3-24-24-76-632f-38.xml.hg,5.455,24,24,0.29,5,198,740
hypergraphs_rand-3-24-24-76-632f-39.xml.hg,5.500,24,24,0.21000000000000002,5,142,482
hypergraphs_rand-3-24-24-76-632f-40.xml.hg,5.400,24,24,0.21,5,138,460
hypergraphs_rand-3-24-24-76-632f-41.xml.hg,5.667,24,24,0.2,5,128,418
hypergraphs_rand-3-24-24-76-632f-42.xml.hg,5.435,24,24,0.25,5,170,601
hypergraphs_rand-3-24-24-76-632f-43.xml.hg,5.333,24,24,0.25,5,177,630
hypergraphs_rand-3-24-24-76-632f-44.xml.hg,5.400,24,24,0.24,5,163,587
hypergraphs_rand-3-24-24-76-632f-45.xml.hg,5.667,24,24,0.2,5,132,445
hypergraphs_rand-3-24-24-76-632f-46.xml.hg,5.333,24,24,0.17,5,103,324
hypergraphs_rand-3-24-24-76-632f-47.xml.hg,5.722,24,24,0.19,5,128,435
hypergraphs_rand-3-24-24-76-632f-48.xml.hg,5.667,24,24,0.25,5,178,623
hypergraphs_rand-3-24-24-76-632f-49.xml.hg,5.333,24,24,0.26,5,180,659
hypergraphs_rand-3-24-24-76-632f-50.xml.hg,5.667,24,24,0.21,5,139,462
hypergraphs_rand-3-28-28-93-632-01.xml.hg,6.125,28,27,0.3,5,183,604
hypergraphs_rand-3-28-28-93-632-02.xml.hg,6.118,28,28,0.7,5,440,1909
hypergraphs_rand-3-28-28-93-632-03.xml.hg,6.400,28,28,0.58,5,368,1454
hypergraphs_rand-3-28-28-93-632-04.xml.hg,6.333,28,28,0.63,5,383,1547
hypergraphs_rand-3-28-28-93-632-05.xml.hg,6.333,28,28,0.61,5,378,1578
hypergraphs_rand-3-28-28-93-632-06.xml.hg,6.333,28,28,0.69,5,430,1734
hypergraphs_rand-3-28-28-93-632-07.xml.hg,6.333,28,28,0.53,5,327,1278
hypergraphs_rand-3-28-28-93-632-08.xml.hg,6.538,28,28,0.85,5,510,2201
hypergraphs_rand-3-28-28-93-632-09.xml.hg,6.333,28,28,0.66,5,399,1641
hypergraphs_rand-3-28-28-93-632-10.xml.hg,6.000,28,28,0.74,5,460,1987
hypergraphs_rand-3-28-28-93-632-11.xml.hg,6.333,28,28,0.51,5,312,1225
hypergraphs_rand-3-28-28-93-632-12.xml.hg,6.333,28,28,0.61,5,367,1499
hypergraphs_rand-3-28-28-93-632-13.xml.hg,6.348,28,28,0.81,5,482,2107
hypergraphs_rand-3-28-28-93-632-14.xml.hg,6.000,28,28,0.64,5,412,1683
hypergraphs_rand-3-28-28-93-632-15.xml.hg,6.333,28,28,0.74,5,449,1947
hypergraphs_rand-3-28-28-93-632-16.xml.hg,6.667,28,28,0.5,5,307,1198
hypergraphs_rand-3-28-28-93-632-17.xml.hg,6.273,28,28,0.43,5,288,1055
hypergraphs_rand-3-28-28-93-632-18.xml.hg,6.338,28,28,0.7,5,414,1699
hypergraphs_rand-3-28-28-93-632-19.xml.hg,6.333,28,28,0.7,5,405,1667
hypergraphs_rand-3-28-28-93-632-20.xml.hg,6.000,28,28,0.77,5,465,2022
hypergraphs_rand-3-28-28-93-632-21.xml.hg,6.333,28,28,0.64,5,382,1540
hypergraphs_rand-3-28-28-93-632-22.xml.hg,6.417,28,28,0.49,5,299,1171
hypergraphs_rand-3-28-28-93-632-23.xml.hg,6.333,28,28,0.7,5,453,1848
hypergraphs_rand-3-28-28-93-632-24.xml.hg,6.000,28,28,0.81,5,509,2132
hypergraphs_rand-3-28-28-93-632-25.xml.hg,6.667,28,28,0.74,5,438,1819
hypergraphs_rand-3-28-28-93-632-26.xml.hg,6.333,28,28,0.58,5,363,1490
hypergraphs_rand-3-28-28-93-632-27.xml.hg,6.667,28,28,0.65,5,405,1617
hypergraphs_rand-3-28-28-93-632-28.xml.hg,6.333,28,28,0.77,5,477,2054
hypergraphs_rand-3-28-28-93-632-29.xml.hg,6.333,28,28,0.77,5,470,2023
hypergraphs_rand-3-28-28-93-632-30.xml.hg,6.333,28,28,0.62,5,377,1496
hypergraphs_rand-3-28-28-93-632-31.xml.hg,6.000,28,28,0.6,5,369,1497
hypergraphs_rand-3-28-28-93-632-32.xml.hg,6.000,28,28,1.16,5,582,2583
hypergraphs_rand-3-28-28-93-632-33.xml.hg,6.667,28,28,0.88,5,358,1415
hypergraphs_rand-3-28-28-93-632-34.xml.hg,6.333,28,28,0.92,5,421,1696
hypergraphs_rand-3-28-28-93-632-35.xml.hg,6.000,28,28,0.54,5,204,713
hypergraphs_rand-3-28-28-93-632-36.xml.hg,6.000,28,28,0.45,5,280,1096
hypergraphs_rand-3-28-28-93-632-37.xml.hg,6.100,28,28,0.6,5,404,1619
hypergraphs_rand-3-28-28-93-632-38.xml.hg,6.667,28,28,0.63,5,398,1557
hypergraphs_rand-3-28-28-93-632-39.xml.hg,6.333,28,28,0.73,5,432,1831
hypergraphs_rand-3-28-28-93-632-40.xml.hg,6.350,28,28,0.62,5,377,1542
hypergraphs_rand-3-28-28-93-632-41.xml.hg,6.333,28,28,0.75,5,465,1984
hypergraphs_rand-3-28-28-93-632-42.xml.hg,6.045,28,28,0.62,5,370,1560
hypergraphs_rand-3-28-28-93-632-43.xml.hg,6.000,28,28,0.52,5,348,1345
hypergraphs_rand-3-28-28-93-632-44.xml.hg,6.333,28,28,0.42,5,273,1010
hypergraphs_rand-3-28-28-93-632-45.xml.hg,6.000,28,28,0.96,5,559,2508
hypergraphs_rand-3-28-28-93-632-46.xml.hg,6.290,28,28,1.05,5,632,2822
hypergraphs_rand-3-28-28-93-632-47.xml.hg,6.333,28,28,0.61,5,370,1487
hypergraphs_rand-3-28-28-93-632-48.xml.hg,6.333,28,28,0.64,5,397,1598
hypergraphs_rand-3-28-28-93-632-49.xml.hg,6.333,28,28,0.58,5,342,1395
hypergraphs_rand-3-28-28-93-632-50.xml.hg,6.333,28,28,0.56,5,331,1277
hypergraphs_rand-3-28-28-93-632f-01.xml.hg,6.125,28,27,0.29000000000000004,5,183,604
hypergraphs_rand-3-28-28-93-632f-02.xml.hg,6.118,28,28,0.71,5,440,1909
hypergraphs_rand-3-28-28-93-632f-03.xml.hg,6.400,28,28,0.59,5,368,1454
hypergraphs_rand-3-28-28-93-632f-04.xml.hg,6.333,28,28,0.62,5,383,1547
hypergraphs_rand-3-28-28-93-632f-05.xml.hg,6.333,28,28,0.63,5,378,1578
hypergraphs_rand-3-28-28-93-632f-06.xml.hg,6.333,28,28,0.66,5,430,1734
hypergraphs_rand-3-28-28-93-632f-07.xml.hg,6.333,28,28,0.52,5,327,1278
hypergraphs_rand-3-28-28-93-632f-08.xml.hg,6.538,28,28,0.87,5,510,2201
hypergraphs_rand-3-28-28-93-632f-09.xml.hg,6.333,28,28,0.65,5,399,1641
hypergraphs_rand-3-28-28-93-632f-10.xml.hg,6.000,28,28,0.72,5,460,1987
hypergraphs_rand-3-28-28-93-632f-11.xml.hg,6.333,28,28,0.5,5,312,1225
hypergraphs_rand-3-28-28-93-632f-12.xml.hg,6.333,28,28,0.61,5,367,1499
hypergraphs_rand-3-28-28-93-632f-13.xml.hg,6.348,28,28,0.81,5,482,2107
hypergraphs_rand-3-28-28-93-632f-14.xml.hg,6.000,28,28,0.63,5,412,1683
hypergraphs_rand-3-28-28-93-632f-15.xml.hg,6.333,28,28,0.75,5,449,1947
hypergraphs_rand-3-28-28-93-632f-16.xml.hg,6.667,28,28,0.51,5,307,1198
hypergraphs_rand-3-28-28-93-632f-17.xml.hg,6.273,28,28,0.43,5,288,1055
hypergraphs_rand-3-28-28-93-632f-18.xml.hg,6.338,28,28,0.66,5,414,1699
hypergraphs_rand-3-28-28-93-632f-19.xml.hg,6.333,28,28,0.67,5,405,1667
hypergraphs_rand-3-28-28-93-632f-20.xml.hg,6.000,28,28,0.77,5,465,2022
hypergraphs_rand-3-28-28-93-632f-21.xml.hg,6.333,28,28,0.6,5,382,1540
hypergraphs_rand-3-28-28-93-632f-22.xml.hg,6.417,28,28,0.47,5,299,1171
hypergraphs_rand-3-28-28-93-632f-23.xml.hg,6.333,28,28,0.72,5,453,1848
hypergraphs_rand-3-28-28-93-632f-24.xml.hg,6.000,28,28,0.81,5,509,2132
hypergraphs_rand-3-28-28-93-632f-25.xml.hg,6.667,28,28,0.72,5,438,1819
hypergraphs_rand-3-28-28-93-632f-26.xml.hg,6.333,28,28,0.5700000000000001,5,363,1490
hypergraphs_rand-3-28-28-93-632f-27.xml.hg,6.667,28,28,0.67,5,405,1617
hypergraphs_rand-3-28-28-93-632f-28.xml.hg,6.333,28,28,0.79,5,477,2054
hypergraphs_rand-3-28-28-93-632f-29.xml.hg,6.333,28,28,0.8,5,470,2023
hypergraphs_rand-3-28-28-93-632f-30.xml.hg,6.333,28,28,0.6,5,377,1496
hypergraphs_rand-3-28-28-93-632f-31.xml.hg,6.000,28,28,0.58,5,369,1497
hypergraphs_rand-3-28-28-93-632f-32.xml.hg,6.000,28,28,0.93,5,582,2583
hypergraphs_rand-3-28-28-93-632f-33.xml.hg,6.667,28,28,0.6,5,358,1415
hypergraphs_rand-3-28-28-93-632f-34.xml.hg,6.333,28,28,0.67,5,421,1696
hypergraphs_rand-3-28-28-93-632f-35.xml.hg,6.000,28,28,0.3,5,204,713
hypergraphs_rand-3-28-28-93-632f-36.xml.hg,6.000,28,28,0.45,5,280,1096
hypergraphs_rand-3-28-28-93-632f-37.xml.hg,6.100,28,28,0.61,5,404,1619
hypergraphs_rand-3-28-28-93-632f-38.xml.hg,6.667,28,28,0.63,5,398,1557
hypergraphs_rand-3-28-28-93-632f-39.xml.hg,6.333,28,28,0.72,5,432,1831
hypergraphs_rand-3-28-28-93-632f-40.xml.hg,6.350,28,28,0.63,5,377,1542
hypergraphs_rand-3-28-28-93-632f-41.xml.hg,6.333,28,28,0.72,5,465,1984
hypergraphs_rand-3-28-28-93-632f-42.xml.hg,6.045,28,28,0.6,5,370,1560
hypergraphs_rand-3-28-28-93-632f-43.xml.hg,6.000,28,28,0.52,5,348,1345
hypergraphs_rand-3-28-28-93-632f-44.xml.hg,6.333,28,28,0.42,5,273,1010
hypergraphs_rand-3-28-28-93-632f-45.xml.hg,6.000,28,28,0.93,5,559,2508
hypergraphs_rand-3-28-28-93-632f-46.xml.hg,6.290,28,28,1.01,5,632,2822
hypergraphs_rand-3-28-28-93-632f-47.xml.hg,6.333,28,28,0.61,5,370,1487
hypergraphs_rand-3-28-28-93-632f-48.xml.hg,6.333,28,28,0.66,5,397,1598
hypergraphs_rand-3-28-28-93-632f-49.xml.hg,6.333,28,28,0.56,5,342,1395
hypergraphs_rand-3-28-28-93-632f-50.xml.hg,6.333,28,28,0.52,5,331,1277
hypergraphs_rand-5-10-10-15-08-0.xml.hg,1.957,10,0,0.01,1,0,0
hypergraphs_rand-5-10-10-15-08-1.xml.hg,1.909,10,0,0.01,1,0,0
hypergraphs_rand-5-10-10-15-08-2.xml.hg,2.000,10,0,0.03,1,0,0
hypergraphs_rand-5-10-10-15-08-3.xml.hg,1.857,10,0,0.03,1,0,0
hypergraphs_rand-5-10-10-15-08-4.xml.hg,1.895,10,0,0.03,1,0,0
hypergraphs_rand-5-10-10-15-08-5.xml.hg,1.857,10,0,0.01,1,0,0
hypergraphs_rand-5-10-10-15-08-6.xml.hg,2.000,10,10,0.04,5,2,4
hypergraphs_rand-5-10-10-15-08-7.xml.hg,1.857,10,0,0.03,1,0,0
hypergraphs_rand-5-10-10-15-08-8.xml.hg,2.000,10,0,0.03,1,0,0
hypergraphs_rand-5-10-10-15-08-9.xml.hg,2.000,10,0,0.01,1,0,0
hypergraphs_rand-5-2X-05c-01.xml.hg,2.400,12,0,0.03,1,0,0
hypergraphs_rand-5-2X-05c-02.xml.hg,2.400,12,0,0.02,1,0,0
hypergraphs_rand-5-2X-05c-04.xml.hg,2.400,12,0,0.01,1,0,0
hypergraphs_rand-5-2X-05c-06.xml.hg,2.400,12,0,0.03,1,0,0
hypergraphs_rand-5-2X-05c-07.xml.hg,2.400,12,0,0.03,1,0,0
hypergraphs_rand-5-2X-05c-08.xml.hg,2.400,12,0,0.03,1,0,0
hypergraphs_rand-5-2X-05c-10.xml.hg,2.400,12,0,0.03,1,0,0
hypergraphs_rand-5-2X-05c-11.xml.hg,2.400,12,0,0.03,1,0,0
hypergraphs_rand-5-2X-05c-12.xml.hg,2.400,12,0,0.02,1,0,0
hypergraphs_rand-5-2X-05c-14.xml.hg,2.400,12,0,0.03,1,0,0
hypergraphs_rand-5-2X-05c-16.xml.hg,2.400,12,0,0.02,1,0,0
hypergraphs_rand-5-2X-05c-17.xml.hg,2.400,12,0,0.03,1,0,0
hypergraphs_rand-5-2X-05c-18.xml.hg,2.400,12,0,0.03,1,0,0
hypergraphs_rand-5-2X-05c-20.xml.hg,2.400,12,0,0.02,1,0,0
hypergraphs_rand-5-2X-05c-21.xml.hg,2.400,12,0,0.02,1,0,0
hypergraphs_rand-5-2X-05c-25.xml.hg,2.400,12,0,0.02,1,0,0
hypergraphs_rand-5-2X-05c-28.xml.hg,2.400,12,0,0.02,1,0,0
hypergraphs_rand-5-2X-05c-30.xml.hg,2.400,12,0,0.03,1,0,0
hypergraphs_rand-5-2X-05c-31.xml.hg,2.400,12,0,0.02,1,0,0
hypergraphs_rand-5-2X-05c-32.xml.hg,2.400,12,0,0.03,1,0,0
hypergraphs_rand-5-2X-05c-33.xml.hg,2.400,12,0,0.02,1,0,0
hypergraphs_rand-5-2X-05c-34.xml.hg,2.400,12,0,0.02,1,0,0
hypergraphs_rand-5-2X-05c-38.xml.hg,2.400,12,0,0.03,1,0,0
hypergraphs_rand-5-2X-05c-39.xml.hg,2.400,12,0,0.02,1,0,0
hypergraphs_rand-5-2X-05c-40.xml.hg,2.400,12,0,0.03,1,0,0
hypergraphs_rand-5-2X-05c-47.xml.hg,2.400,12,0,0.02,1,0,0
hypergraphs_rand-5-2X-05c-48.xml.hg,2.400,12,0,0.03,1,0,0
hypergraphs_rand-5-2X-05c-50.xml.hg,2.400,12,0,0.02,1,0,0
hypergraphs_rand-5-4X-05c-02.xml.hg,2.400,12,0,0.02,1,0,0
hypergraphs_rand-5-4X-05c-03.xml.hg,2.400,12,0,0.03,1,0,0
hypergraphs_rand-5-4X-05c-04.xml.hg,2.400,12,0,0.03,1,0,0
hypergraphs_rand-5-4X-05c-05.xml.hg,2.400,12,0,0.03,1,0,0
hypergraphs_rand-5-4X-05c-07.xml.hg,2.400,12,0,0.03,1,0,0
hypergraphs_rand-5-4X-05c-11.xml.hg,2.400,12,0,0.03,1,0,0
hypergraphs_rand-5-4X-05c-13.xml.hg,2.400,12,0,0.03,1,0,0
hypergraphs_rand-5-4X-05c-16.xml.hg,2.400,12,0,0.03,1,0,0
hypergraphs_rand-5-4X-05c-19.xml.hg,2.400,12,0,0.03,1,0,0
hypergraphs_rand-5-4X-05c-20.xml.hg,2.400,12,0,0.02,1,0,0
hypergraphs_rand-5-4X-05c-21.xml.hg,2.400,12,0,0.03,1,0,0
hypergraphs_rand-5-4X-05c-23.xml.hg,2.400,12,0,0.02,1,0,0
hypergraphs_rand-5-4X-05c-24.xml.hg,2.400,12,0,0.03,1,0,0
hypergraphs_rand-5-4X-05c-25.xml.hg,2.400,12,0,0.02,1,0,0
hypergraphs_rand-5-4X-05c-26.xml.hg,2.400,12,0,0.01,1,0,0
hypergraphs_rand-5-4X-05c-28.xml.hg,2.400,12,0,0.02,1,0,0
hypergraphs_rand-5-4X-05c-32.xml.hg,2.400,12,0,0.02,1,0,0
hypergraphs_rand-5-4X-05c-33.xml.hg,2.400,12,0,0.02,1,0,0
hypergraphs_rand-5-4X-05c-34.xml.hg,2.400,12,0,0.02,1,0,0
hypergraphs_rand-5-4X-05c-38.xml.hg,2.400,12,0,0.03,1,0,0
hypergraphs_rand-5-4X-05c-39.xml.hg,2.400,12,0,0.01,1,0,0
hypergraphs_rand-5-4X-05c-41.xml.hg,2.400,12,0,0.03,1,0,0
hypergraphs_rand-5-4X-05c-42.xml.hg,2.400,12,0,0.03,1,0,0
hypergraphs_rand-5-4X-05c-44.xml.hg,2.400,12,0,0.01,1,0,0
hypergraphs_rand-5-4X-05c-46.xml.hg,2.400,12,0,0.03,1,0,0
hypergraphs_rand-5-4X-05c-48.xml.hg,2.400,12,0,0.03,1,0,0
hypergraphs_rand-5-4X-05c-49.xml.hg,2.400,12,0,0.03,1,0,0
hypergraphs_rand-5-8X-05c-01.xml.hg,2.400,12,0,0.04,1,0,0
hypergraphs_rand-5-8X-05c-02.xml.hg,2.400,12,0,0.02,1,0,0
hypergraphs_rand-5-8X-05c-03.xml.hg,2.400,12,0,0.02,1,0,0
hypergraphs_rand-5-8X-05c-05.xml.hg,2.400,12,0,0.03,1,0,0
hypergraphs_rand-5-8X-05c-06.xml.hg,2.400,12,0,0.02,1,0,0
hypergraphs_rand-5-8X-05c-07.xml.hg,2.400,12,0,0.03,1,0,0
hypergraphs_rand-5-8X-05c-13.xml.hg,2.400,12,0,0.03,1,0,0
hypergraphs_rand-5-8X-05c-16.xml.hg,2.400,12,0,0.02,1,0,0
hypergraphs_rand-5-8X-05c-17.xml.hg,2.400,12,0,0.03,1,0,0
hypergraphs_rand-5-8X-05c-19.xml.hg,2.400,12,0,0.02,1,0,0
hypergraphs_rand-5-8X-05c-22.xml.hg,2.400,12,0,0.01,1,0,0
hypergraphs_rand-5-8X-05c-23.xml.hg,2.400,12,0,0.01,1,0,0
hypergraphs_rand-5-8X-05c-24.xml.hg,2.400,12,0,0.02,1,0,0
hypergraphs_rand-5-8X-05c-25.xml.hg,2.400,12,0,0.03,1,0,0
hypergraphs_rand-5-8X-05c-26.xml.hg,2.400,12,0,0.03,1,0,0
hypergraphs_rand-5-8X-05c-27.xml.hg,2.400,12,0,0.03,1,0,0
hypergraphs_rand-5-8X-05c-28.xml.hg,2.400,12,0,0.03,1,0,0
hypergraphs_rand-5-8X-05c-29.xml.hg,2.400,12,0,0.03,1,0,0
hypergraphs_rand-5-8X-05c-30.xml.hg,2.400,12,0,0.03,1,0,0
hypergraphs_rand-5-8X-05c-31.xml.hg,2.400,12,0,0.03,1,0,0
hypergraphs_rand-5-8X-05c-33.xml.hg,2.400,12,0,0.02,1,0,0
hypergraphs_rand-5-8X-05c-36.xml.hg,2.400,12,0,0.02,1,0,0
hypergraphs_rand-5-8X-05c-37.xml.hg,2.400,12,0,0.03,1,0,0
hypergraphs_rand-5-8X-05c-39.xml.hg,2.400,12,0,0.04,1,0,0
hypergraphs_rand-5-8X-05c-40.xml.hg,2.400,12,0,0.04,1,0,0
hypergraphs_rand-5-8X-05c-41.xml.hg,2.400,12,0,0.03,1,0,0
hypergraphs_rand-5-8X-05c-42.xml.hg,2.400,12,0,0.03,1,0,0
hypergraphs_rand-5-8X-05c-44.xml.hg,2.400,12,0,0.04,1,0,0
hypergraphs_rand-5-8X-05c-47.xml.hg,2.400,12,0,0.03,1,0,0
hypergraphs_rand-7-40-8-40-02500-0.xml.hg,4.929,40,40,0.97,5,485,1847
hypergraphs_rand-7-40-8-40-02500-1.xml.hg,5.219,40,40,1.26,5,605,2401
hypergraphs_rand-7-40-8-40-02500-2.xml.hg,5.247,40,40,1.53,5,707,2917
hypergraphs_rand-7-40-8-40-02500-3.xml.hg,5.130,40,40,1.54,5,676,2896
hypergraphs_rand-7-40-8-40-02500-4.xml.hg,4.909,40,39,0.84,5,401,1505
hypergraphs_rand-7-40-8-40-02500-5.xml.hg,5.252,40,40,1.08,5,518,1976
hypergraphs_rand-7-40-8-40-02500-6.xml.hg,5.158,40,40,1.25,5,573,2278
hypergraphs_rand-7-40-8-40-02500-7.xml.hg,5.152,40,40,1.37,5,615,2451
hypergraphs_rand-7-40-8-40-02500-8.xml.hg,5.262,40,40,1.53,5,684,2756
hypergraphs_rand-7-40-8-40-02500-9.xml.hg,5.069,40,39,1.14,5,522,2087
hypergraphs_rand-7-40-8-40-05000-0.xml.hg,4.929,40,40,0.98,5,485,1847
hypergraphs_rand-7-40-8-40-05000-1.xml.hg,5.219,40,40,1.3,5,605,2401
hypergraphs_rand-7-40-8-40-05000-2.xml.hg,5.247,40,40,1.52,5,707,2917
hypergraphs_rand-7-40-8-40-05000-3.xml.hg,5.130,40,40,1.48,5,676,2896
hypergraphs_rand-7-40-8-40-05000-4.xml.hg,4.909,40,39,0.85,5,401,1505
hypergraphs_rand-7-40-8-40-05000-5.xml.hg,5.252,40,40,1.12,5,518,1976
hypergraphs_rand-7-40-8-40-05000-6.xml.hg,5.158,40,40,1.18,5,573,2278
hypergraphs_rand-7-40-8-40-05000-7.xml.hg,5.152,40,40,1.33,5,615,2451
hypergraphs_rand-7-40-8-40-05000-8.xml.hg,5.262,40,40,1.53,5,684,2756
hypergraphs_rand-7-40-8-40-05000-9.xml.hg,5.069,40,39,1.13,5,522,2087
hypergraphs_rand-7-40-8-40-07500-0.xml.hg,4.929,40,40,0.97,5,485,1847
hypergraphs_rand-7-40-8-40-07500-1.xml.hg,5.219,40,40,1.25,5,605,2401
hypergraphs_rand-7-40-8-40-07500-2.xml.hg,5.247,40,40,1.6,5,707,2917
hypergraphs_rand-7-40-8-40-07500-3.xml.hg,5.130,40,40,1.6,5,676,2896
hypergraphs_rand-7-40-8-40-07500-4.xml.hg,4.909,40,39,0.83,5,401,1505
hypergraphs_rand-7-40-8-40-07500-5.xml.hg,5.252,40,40,1.09,5,518,1976
hypergraphs_rand-7-40-8-40-07500-6.xml.hg,5.158,40,40,1.21,5,573,2278
hypergraphs_rand-7-40-8-40-07500-7.xml.hg,5.152,40,40,1.36,5,615,2451
hypergraphs_rand-7-40-8-40-07500-8.xml.hg,5.262,40,40,1.5,5,684,2756
hypergraphs_rand-7-40-8-40-07500-9.xml.hg,5.069,40,39,1.13,5,522,2087
hypergraphs_rand-7-40-8-40-10000-0.xml.hg,4.929,40,40,0.97,5,485,1847
hypergraphs_rand-7-40-8-40-10000-1.xml.hg,5.219,40,40,1.28,5,605,2401
hypergraphs_rand-7-40-8-40-10000-2.xml.hg,5.247,40,40,1.52,5,707,2917
hypergraphs_rand-7-40-8-40-10000-3.xml.hg,5.130,40,40,1.49,5,676,2896
hypergraphs_rand-7-40-8-40-10000-4.xml.hg,4.909,40,39,0.83,5,401,1505
hypergraphs_rand-7-40-8-40-10000-5.xml.hg,5.252,40,40,1.1,5,518,1976
hypergraphs_rand-7-40-8-40-10000-6.xml.hg,5.158,40,40,1.19,5,573,2278
hypergraphs_rand-7-40-8-40-10000-7.xml.hg,5.152,40,40,1.32,5,615,2451
hypergraphs_rand-7-40-8-40-10000-8.xml.hg,5.262,40,40,1.55,5,684,2756
hypergraphs_rand-7-40-8-40-10000-9.xml.hg,5.069,40,39,1.17,5,522,2087
hypergraphs_rand-7-40-8-40-12500-0.xml.hg,4.929,40,40,0.96,5,485,1847
hypergraphs_rand-7-40-8-40-12500-1.xml.hg,5.219,40,40,1.24,5,605,2401
hypergraphs_rand-7-40-8-40-12500-2.xml.hg,5.247,40,40,1.59,5,707,2917
hypergraphs_rand-7-40-8-40-12500-3.xml.hg,5.130,40,40,1.58,5,676,2896
hypergraphs_rand-7-40-8-40-12500-4.xml.hg,4.909,40,39,0.85,5,401,1505
hypergraphs_rand-7-40-8-40-12500-5.xml.hg,5.252,40,40,1.1,5,518,1976
hypergraphs_rand-7-40-8-40-12500-6.xml.hg,5.158,40,40,1.22,5,573,2278
hypergraphs_rand-7-40-8-40-12500-7.xml.hg,5.152,40,40,1.39,5,615,2451
hypergraphs_rand-7-40-8-40-12500-8.xml.hg,5.262,40,40,1.5,5,684,2756
hypergraphs_rand-7-40-8-40-12500-9.xml.hg,5.069,40,39,1.12,5,522,2087
hypergraphs_rand-7-40-8-40-15000-0.xml.hg,4.929,40,40,0.97,5,485,1847
hypergraphs_rand-7-40-8-40-15000-1.xml.hg,5.219,40,40,1.29,5,605,2401
hypergraphs_rand-7-40-8-40-15000-2.xml.hg,5.247,40,40,1.52,5,707,2917
hypergraphs_rand-7-40-8-40-15000-3.xml.hg,5.130,40,40,1.5,5,676,2896
hypergraphs_rand-7-40-8-40-15000-4.xml.hg,4.909,40,39,0.85,5,401,1505
hypergraphs_rand-7-40-8-40-15000-5.xml.hg,5.252,40,40,1.11,5,518,1976
hypergraphs_rand-7-40-8-40-15000-6.xml.hg,5.158,40,40,1.2,5,573,2278
hypergraphs_rand-7-40-8-40-15000-7.xml.hg,5.152,40,40,1.35,5,615,2451
hypergraphs_rand-7-40-8-40-15000-8.xml.hg,5.262,40,40,1.54,5,684,2756
hypergraphs_rand-7-40-8-40-15000-9.xml.hg,5.069,40,39,1.13,5,522,2087
hypergraphs_rand-7-40-8-40-17500-0.xml.hg,4.929,40,40,0.9500000000000001,5,485,1847
hypergraphs_rand-7-40-8-40-17500-1.xml.hg,5.219,40,40,1.24,5,605,2401
hypergraphs_rand-7-40-8-40-17500-2.xml.hg,5.247,40,40,1.54,5,707,2917
hypergraphs_rand-7-40-8-40-17500-3.xml.hg,5.130,40,40,1.56,5,676,2896
hypergraphs_rand-7-40-8-40-17500-4.xml.hg,4.909,40,39,0.8300000000000001,5,401,1505
hypergraphs_rand-7-40-8-40-17500-5.xml.hg,5.252,40,40,1.07,5,518,1976
hypergraphs_rand-7-40-8-40-17500-6.xml.hg,5.158,40,40,1.18,5,573,2278
hypergraphs_rand-7-40-8-40-17500-7.xml.hg,5.152,40,40,1.32,5,615,2451
hypergraphs_rand-7-40-8-40-17500-8.xml.hg,5.262,40,40,1.52,5,684,2756
hypergraphs_rand-7-40-8-40-17500-9.xml.hg,5.069,40,39,1.12,5,522,2087
hypergraphs_rand-7-40-8-40-20000-0.xml.hg,4.929,40,40,0.9500000000000001,5,485,1847
hypergraphs_rand-7-40-8-40-20000-1.xml.hg,5.219,40,40,1.25,5,605,2401
hypergraphs_rand-7-40-8-40-20000-2.xml.hg,5.247,40,40,1.53,5,707,2917
hypergraphs_rand-7-40-8-40-20000-3.xml.hg,5.130,40,40,1.49,5,676,2896
hypergraphs_rand-7-40-8-40-20000-4.xml.hg,4.909,40,39,0.81,5,401,1505
hypergraphs_rand-7-40-8-40-20000-5.xml.hg,5.252,40,40,1.08,5,518,1976
hypergraphs_rand-7-40-8-40-20000-6.xml.hg,5.158,40,40,1.19,5,573,2278
hypergraphs_rand-7-40-8-40-20000-7.xml.hg,5.152,40,40,1.32,5,615,2451
hypergraphs_rand-7-40-8-40-20000-8.xml.hg,5.262,40,40,1.56,5,684,2756
hypergraphs_rand-7-40-8-40-20000-9.xml.hg,5.069,40,39,1.18,5,522,2087
hypergraphs_rand-7-40-8-40-22500-0.xml.hg,4.929,40,40,0.9500000000000001,5,485,1847
