instance,tw,triang_fhtw,frasmt_fhtw
hypergraphs_rand_q0205.hg,3.000,0.12,9.96
hypergraphs_rand_q0206.hg,6.862,1494.8,TO
hypergraphs_rand_q0207.hg,6.000,276.25,2081.57
hypergraphs_rand_q0208.hg,-1,TO,TO
hypergraphs_rand_q0209.hg,2.000,0.05,5.16
hypergraphs_rand_q0210.hg,-1,TO,TO
hypergraphs_rand_q0211.hg,6.921,478.75,TO
hypergraphs_rand_q0212.hg,3.000,0.08,34.29
hypergraphs_rand_q0213.hg,5.429,19.83,2197.1
hypergraphs_rand_q0214.hg,4.829,0.38,TO
hypergraphs_rand_q0215.hg,1.000,0.02,2.98
hypergraphs_rand_q0216.hg,5.103,1.0,TO
hypergraphs_rand_q0217.hg,1.500,0.03,2.85
hypergraphs_rand_q0218.hg,4.819,5.4,TO
hypergraphs_rand_q0219.hg,4.857,4.06,TO
hypergraphs_rand_q0220.hg,5.404,8.42,TO
hypergraphs_rand_q0221.hg,6.136,154.06,TO
hypergraphs_rand_q0222.hg,3.000,0.11,17.04
hypergraphs_rand_q0223.hg,4.685,2.59,TO
hypergraphs_rand_q0224.hg,-1,TO,TO
hypergraphs_rand_q0225.hg,5.568,11.07,TO
hypergraphs_rand_q0226.hg,4.910,0.47,TO
hypergraphs_rand_q0227.hg,6.306,37.97,TO
hypergraphs_rand_q0228.hg,2.000,0.05,5.5
hypergraphs_rand_q0229.hg,-1,TO,TO
hypergraphs_rand_q0230.hg,5.326,3.16,TO
hypergraphs_rand_q0231.hg,2.000,0.01,3.48
hypergraphs_rand_q0232.hg,2.833,0.08,86.8
hypergraphs_rand_q0233.hg,2.250,0.02,3.21
hypergraphs_rand_q0234.hg,1.333,0.02,0.69
hypergraphs_rand_q0235.hg,6.245,90.12,TO
hypergraphs_rand_q0236.hg,1.500,0.03,3.1
hypergraphs_rand_q0237.hg,2.000,0.05,5.45
hypergraphs_rand_q0238.hg,2.286,0.04,16.48
hypergraphs_rand_q0239.hg,7.126,887.06,TO
hypergraphs_rand_q0240.hg,6.231,294.43,TO
hypergraphs_rand_q0241.hg,5.500,49.98,TO
hypergraphs_rand_q0242.hg,6.395,1264.19,TO
hypergraphs_rand_q0243.hg,3.000,0.19,18.91
hypergraphs_rand_q0244.hg,1.000,0.02,2.92
hypergraphs_rand_q0245.hg,2.000,0.03,3.13
hypergraphs_rand_q0246.hg,4.000,0.5800000000000001,133.64
hypergraphs_rand_q0247.hg,2.500,0.04,3.7
hypergraphs_rand_q0248.hg,6.092,62.33,TO
hypergraphs_rand_q0249.hg,5.875,72.9,2272.8
hypergraphs_rand_q0250.hg,6.500,783.86,TO
hypergraphs_rand_q0251.hg,3.000,0.15,13.95
hypergraphs_rand_q0252.hg,3.193,0.06,TO
hypergraphs_rand_q0253.hg,4.471,0.43,TO
hypergraphs_rand_q0254.hg,3.800,7.2,81.66
hypergraphs_rand_q0255.hg,3.333,0.12,103.65
hypergraphs_rand_q0256.hg,5.222,10.49,TO
hypergraphs_rand_q0257.hg,6.690,202.9,TO
hypergraphs_rand_q0258.hg,2.488,0.03,RTE
hypergraphs_rand_q0259.hg,7.076,2374.79,TO
hypergraphs_rand_q0260.hg,3.024,0.05,1896.22
hypergraphs_rand_q0261.hg,4.697,3.35,1520.71
hypergraphs_rand_q0262.hg,6.103,61.08,TO
hypergraphs_rand_q0263.hg,-1,TO,TO
hypergraphs_rand_q0264.hg,-1,TO,TO
hypergraphs_rand_q0265.hg,1.649,0.02,83.55
hypergraphs_rand_q0266.hg,2.000,0.06,3.7
hypergraphs_rand_q0267.hg,1.259,0.02,22.88
hypergraphs_rand_q0268.hg,3.461,0.06,920.89
hypergraphs_rand_q0269.hg,4.880,0.33,TO
hypergraphs_rand_q0270.hg,5.000,1.9,67.76
hypergraphs_rand_q0271.hg,5.727,70.24,TO
hypergraphs_rand_q0272.hg,1.590,0.02,85.38
hypergraphs_rand_q0273.hg,3.738,0.12,829.85
hypergraphs_rand_q0274.hg,3.150,0.06,TO
hypergraphs_rand_q0275.hg,1.000,0.01,3.12
hypergraphs_rand_q0276.hg,2.200,0.03,49.86
hypergraphs_rand_q0277.hg,5.833,100.93,1790.8
hypergraphs_rand_q0278.hg,6.300,396.91,TO
hypergraphs_rand_q0279.hg,4.678,2.29,TO
hypergraphs_rand_q0280.hg,6.835,853.05,TO
hypergraphs_rand_q0281.hg,1.500,0.02,2.83
hypergraphs_rand_q0282.hg,3.000,0.07,56.66
hypergraphs_rand_q0283.hg,3.000,0.06,18.89
hypergraphs_rand_q0284.hg,5.200,3.42,TO
hypergraphs_rand_q0285.hg,2.463,0.03,85.06
hypergraphs_rand_q0286.hg,2.833,0.04,59.19
hypergraphs_rand_q0287.hg,5.106,10.13,TO
hypergraphs_rand_q0288.hg,3.000,0.18,21.3
hypergraphs_rand_q0289.hg,-1,TO,TO
hypergraphs_rand_q0290.hg,5.147,5.52,TO
hypergraphs_rand_q0291.hg,4.990,3.89,730.99
hypergraphs_rand_q0292.hg,1.000,0.01,2.62
hypergraphs_rand_q0293.hg,6.184,172.49,TO
hypergraphs_rand_q0294.hg,6.554,1164.4,TO
hypergraphs_rand_q0295.hg,-1,TO,TO
hypergraphs_rand_q0296.hg,2.107,0.03,47.04
hypergraphs_rand_q0297.hg,3.190,0.03,13.54
hypergraphs_rand_q0298.hg,5.385,34.41,TO
hypergraphs_rand_q0299.hg,4.342,0.99,TO
hypergraphs_rand_q0300.hg,6.053,198.48,TO
hypergraphs_rand_q0301.hg,4.000,0.48,43.47
hypergraphs_rand_q0302.hg,1.368,0.02,46.07
hypergraphs_rand_q0303.hg,2.500,0.04,13.79
hypergraphs_rand_q0304.hg,-1,TO,TO
hypergraphs_rand_q0305.hg,1.000,0.02,2.42
hypergraphs_rand_q0306.hg,7.139,3228.89,TO
hypergraphs_rand_q0307.hg,5.133,2.84,TO
hypergraphs_rand_q0308.hg,6.305,276.39,TO
hypergraphs_rand_q0309.hg,7.125,2923.32,TO
hypergraphs_rand_q0310.hg,5.000,3.74,82.18
hypergraphs_rand_q0311.hg,4.944,12.82,597.9
hypergraphs_rand_q0312.hg,6.228,51.0,TO
hypergraphs_rand_q0313.hg,1.000,0.02,3.32
hypergraphs_rand_q0314.hg,3.000,0.67,63.78
hypergraphs_rand_q0315.hg,2.169,0.04,222.49
hypergraphs_rand_q0316.hg,3.817,0.2,1118.47
hypergraphs_rand_q0317.hg,1.182,0.03,13.49
hypergraphs_rand_q0318.hg,4.725,1.24,371.45
hypergraphs_rand_q0319.hg,4.587,0.63,2014.16
hypergraphs_rand_q0320.hg,-1,TO,TO
hypergraphs_rand_q0321.hg,3.566,0.08,TO
hypergraphs_rand_q0322.hg,4.629,1.5,TO
hypergraphs_rand_q0323.hg,2.391,0.02,43.39
hypergraphs_rand_q0324.hg,1.000,0.02,3.27
hypergraphs_rand_q0325.hg,3.000,0.14,10.59
hypergraphs_rand_q0326.hg,6.176,293.9,TO
hypergraphs_rand_q0327.hg,4.250,6.28,106.13
hypergraphs_rand_q0328.hg,-1,TO,TO
hypergraphs_rand_q0329.hg,6.165,55.47,TO
hypergraphs_rand_q0330.hg,5.696,23.02,TO
hypergraphs_rand_q0331.hg,6.731,117.98,TO
hypergraphs_rand_q0332.hg,1.000,0.03,3.38
hypergraphs_rand_q0333.hg,5.554,72.75,TO
hypergraphs_rand_q0334.hg,5.000,3.72,355.41
hypergraphs_rand_q0335.hg,1.500,0.02,4.0
hypergraphs_rand_q0336.hg,2.123,0.02,1.19
hypergraphs_rand_q0337.hg,1.692,0.02,32.52
hypergraphs_rand_q0338.hg,1.667,0.01,3.45
hypergraphs_rand_q0339.hg,2.773,0.05,63.54
hypergraphs_rand_q0340.hg,2.000,0.06,3.47
hypergraphs_rand_q0341.hg,6.422,812.59,TO
hypergraphs_rand_q0342.hg,4.000,0.3,187.77
hypergraphs_rand_q0343.hg,4.108,0.13,38.22
hypergraphs_rand_q0344.hg,2.050,0.04,127.64
hypergraphs_rand_q0345.hg,2.200,0.04,RTE
hypergraphs_rand_q0346.hg,2.750,0.03,6.95
hypergraphs_rand_q0347.hg,1.000,0.05,2.94
hypergraphs_rand_q0348.hg,4.705,2.17,TO
hypergraphs_rand_q0349.hg,6.406,240.04,TO
hypergraphs_rand_q0350.hg,4.429,1.63,590.37
hypergraphs_rand_q0351.hg,2.000,0.05,4.02
hypergraphs_rand_q0352.hg,1.333,0.01,9.99
hypergraphs_rand_q0353.hg,-1,TO,TO
hypergraphs_rand_q0354.hg,3.000,0.06,10.67
hypergraphs_rand_q0355.hg,5.409,83.72,TO
hypergraphs_rand_q0356.hg,-1,TO,TO
hypergraphs_rand_q0357.hg,-1,TO,TO
hypergraphs_rand_q0358.hg,2.088,0.02,28.7
hypergraphs_rand_q0359.hg,1.392,0.02,20.93
hypergraphs_rand_q0360.hg,1.000,0.01,3.46
hypergraphs_rand_q0361.hg,3.975,0.67,492.46
hypergraphs_rand_q0362.hg,1.333,0.03,3.74
hypergraphs_rand_q0363.hg,3.809,0.16,598.31
hypergraphs_rand_q0364.hg,6.841,168.56,TO
hypergraphs_rand_q0365.hg,-1,TO,TO
hypergraphs_rand_q0366.hg,2.333,0.06,349.77
hypergraphs_rand_q0367.hg,6.667,1419.92,TO
hypergraphs_rand_q0368.hg,1.000,0.03,3.82
hypergraphs_rand_q0369.hg,-1,TO,TO
hypergraphs_rand_q0370.hg,2.000,0.05,12.8
hypergraphs_rand_q0371.hg,5.944,8.51,TO
hypergraphs_rand_q0372.hg,6.909,540.75,TO
hypergraphs_rand_q0373.hg,4.500,2.05,264.55
hypergraphs_rand_q0374.hg,4.021,0.21,TO
hypergraphs_rand_q0375.hg,5.831,6.68,TO
hypergraphs_rand_q0376.hg,6.132,164.84,TO
hypergraphs_rand_q0377.hg,4.500,1.43,331.08
hypergraphs_rand_q0378.hg,3.500,0.11,99.05
hypergraphs_rand_q0379.hg,-1,TO,TO
hypergraphs_rand_q0380.hg,7.143,1154.99,TO
hypergraphs_rand_q0381.hg,5.388,5.84,TO
hypergraphs_rand_q0382.hg,-1,TO,TO
hypergraphs_rand_q0383.hg,1.000,0.05,3.52
hypergraphs_rand_q0384.hg,6.708,241.69,TO
hypergraphs_rand_q0385.hg,1.000,0.02,3.49
hypergraphs_rand_q0386.hg,2.000,0.04,1.48
hypergraphs_rand_q0387.hg,4.667,3.78,487.32
hypergraphs_rand_q0388.hg,1.000,0.02,3.7
hypergraphs_rand_q0389.hg,2.438,0.03,56.87
hypergraphs_rand_q0390.hg,2.853,0.03,825.85
hypergraphs_rand_q0391.hg,6.828,1759.31,TO
hypergraphs_rand_q0392.hg,1.800,0.02,3.36
hypergraphs_rand_q0393.hg,7.014,465.33,TO
hypergraphs_rand_q0394.hg,5.500,25.69,483.94
hypergraphs_rand_q0395.hg,3.349,0.03,1020.07
hypergraphs_rand_q0396.hg,2.956,0.06,117.55
hypergraphs_rand_q0397.hg,4.615,4.16,555.16
hypergraphs_rand_q0398.hg,5.900,115.21,TO
hypergraphs_rand_q0399.hg,4.360,0.54,TO
hypergraphs_rand_q0400.hg,1.304,0.02,26.79
hypergraphs_rand_q0401.hg,3.742,0.12,TO
hypergraphs_rand_q0402.hg,2.500,0.08,4.03
hypergraphs_rand_q0403.hg,3.500,0.14,57.16
hypergraphs_rand_q0404.hg,3.923,0.12,35.29
hypergraphs_rand_q0405.hg,2.667,0.13,31.5
hypergraphs_rand_q0406.hg,2.386,0.02,332.57
hypergraphs_rand_q0407.hg,2.000,0.05,4.5
hypergraphs_rand_q0408.hg,2.333,0.06,7.23
hypergraphs_rand_q0409.hg,2.877,0.03,1012.85
hypergraphs_rand_q0410.hg,1.726,0.02,53.39
hypergraphs_rand_q0411.hg,1.500,0.02,3.36
hypergraphs_rand_q0412.hg,1.000,0.01,3.22
hypergraphs_rand_q0413.hg,1.910,0.03,99.19
hypergraphs_rand_q0414.hg,4.748,2.71,TO
hypergraphs_rand_q0415.hg,-1,TO,TO
hypergraphs_rand_q0416.hg,2.000,0.05,6.52
hypergraphs_rand_q0417.hg,1.000,0.01,3.06
hypergraphs_rand_q0418.hg,2.600,0.06,38.29
hypergraphs_rand_q0419.hg,6.324,709.01,TO
hypergraphs_rand_q0420.hg,6.707,441.87,TO
hypergraphs_rand_q0421.hg,1.000,0.02,3.68
hypergraphs_rand_q0422.hg,4.500,1.26,752.73
hypergraphs_rand_q0423.hg,2.955,0.060000000000000005,485.36
hypergraphs_rand_q0424.hg,1.990,0.03,50.59
hypergraphs_rand_q0425.hg,5.750,64.23,TO
hypergraphs_rand_q0426.hg,6.667,1227.52,TO
hypergraphs_rand_q0427.hg,5.082,2.63,TO
hypergraphs_rand_q0428.hg,1.000,0.01,3.51
hypergraphs_rand_q0429.hg,-1,TO,TO
hypergraphs_rand_q0430.hg,4.333,2.8,52.65
hypergraphs_rand_q0431.hg,2.000,0.07,8.72
hypergraphs_rand_q0432.hg,6.239,63.54,TO
hypergraphs_rand_q0433.hg,4.714,5.79,103.91
hypergraphs_rand_q0434.hg,1.500,0.01,3.67
hypergraphs_rand_q0435.hg,1.000,0.01,3.35
hypergraphs_rand_q0436.hg,3.333,0.11,20.38
hypergraphs_rand_q0437.hg,4.329,0.19,TO
hypergraphs_rand_q0438.hg,6.333,369.42,TO
hypergraphs_rand_q0439.hg,2.979,0.1,161.58
hypergraphs_rand_q0440.hg,5.049,5.140000000000001,TO
hypergraphs_rand_q0441.hg,3.122,0.06,107.18
hypergraphs_rand_q0442.hg,2.080,0.02,67.22
hypergraphs_rand_q0443.hg,1.345,0.02,39.03
hypergraphs_rand_q0444.hg,3.818,0.07,82.54
hypergraphs_rand_q0445.hg,6.844,111.15,TO
hypergraphs_rand_q0446.hg,1.920,0.02,43.78
hypergraphs_rand_q0447.hg,1.500,0.03,17.18
hypergraphs_rand_q0448.hg,5.500,34.04,1929.51
hypergraphs_rand_q0449.hg,1.000,0.06,3.25
hypergraphs_rand_q0450.hg,-1,TO,TO
hypergraphs_rand_q0451.hg,2.316,0.05,26.03
hypergraphs_rand_q0452.hg,3.000,0.22,23.7
hypergraphs_rand_q0453.hg,4.286,2.24,448.69
hypergraphs_rand_q0454.hg,5.000,100.35,183.28
hypergraphs_rand_q0455.hg,1.500,0.04,4.07
hypergraphs_rand_q0456.hg,5.250,23.99,1035.46
hypergraphs_rand_q0457.hg,2.500,0.04,38.25
hypergraphs_rand_q0458.hg,-1,TO,TO
hypergraphs_rand_q0459.hg,6.485,110.96,TO
hypergraphs_rand_q0460.hg,2.564,0.04,257.48999999999995
hypergraphs_rand_q0461.hg,4.400,0.43,524.54
hypergraphs_rand_q0462.hg,2.710,0.02,4.11
hypergraphs_rand_q0463.hg,1.000,0.03,0.7
hypergraphs_rand_q0464.hg,5.500,42.97,192.13
hypergraphs_rand_q0465.hg,2.000,0.04,8.61
hypergraphs_rand_q0466.hg,1.000,0.02,3.08
hypergraphs_rand_q0467.hg,1.500,0.05,11.98
hypergraphs_rand_q0468.hg,5.625,9.07,TO
hypergraphs_rand_q0469.hg,1.000,0.02,3.36
hypergraphs_rand_q0470.hg,5.314,56.72,TO
hypergraphs_rand_q0471.hg,6.955,365.85,TO
hypergraphs_rand_q0472.hg,-1,TO,TO
hypergraphs_rand_q0473.hg,5.600,37.27,TO
hypergraphs_rand_q0474.hg,4.765,5.4,1955.23
hypergraphs_rand_q0475.hg,1.000,0.03,3.37
hypergraphs_rand_q0476.hg,2.500,0.05,10.03
hypergraphs_rand_q0477.hg,7.007,1189.02,TO
hypergraphs_rand_q0478.hg,-1,TO,TO
hypergraphs_rand_q0479.hg,3.625,0.2,555.29
hypergraphs_rand_q0480.hg,5.677,14.55,TO
hypergraphs_rand_q0481.hg,4.000,0.41,348.21
hypergraphs_rand_q0482.hg,6.048,119.49,TO
hypergraphs_rand_q0483.hg,4.495,0.28,TO
hypergraphs_rand_q0484.hg,4.154,0.8200000000000001,514.32
hypergraphs_rand_q0485.hg,6.585,332.49,TO
hypergraphs_rand_q0486.hg,4.778,0.28,169.99
hypergraphs_rand_q0487.hg,4.964,1.65,TO
hypergraphs_rand_q0488.hg,5.734,17.22,TO
hypergraphs_rand_q0489.hg,3.500,0.19,16.32
hypergraphs_rand_q0490.hg,5.000,54.53,146.84
hypergraphs_rand_q0491.hg,4.000,1.93,71.74
hypergraphs_rand_q0492.hg,1.222,0.05,28.05
hypergraphs_rand_q0493.hg,2.500,0.04,22.29
hypergraphs_rand_q0494.hg,3.333,0.03,8.95
hypergraphs_rand_q0495.hg,5.859,41.95,TO
hypergraphs_rand_q0496.hg,1.167,0.03,10.91
hypergraphs_rand_q0497.hg,4.006,0.16,TO
hypergraphs_rand_q0498.hg,-1,TO,TO
hypergraphs_rand_q0499.hg,1.143,0.03,11.71
hypergraphs_rand_q0500.hg,4.368,0.26,2673.45
hypergraphs_reg-s20-p03-c20-d10-n10-l5-00.xml.hg,-1,TO,TO
hypergraphs_reg-s20-p03-c20-d10-n10-l5-01.xml.hg,8.000,TO,2789.47
hypergraphs_reg-s20-p03-c20-d10-n10-l5-02.xml.hg,7.000,TO,3149.48
hypergraphs_reg-s20-p03-c20-d10-n10-l5-03.xml.hg,8.000,TO,2763.67
hypergraphs_reg-s20-p03-c20-d10-n10-l5-04.xml.hg,8.000,TO,2391.9
hypergraphs_reg-s20-p03-c20-d10-n10-l5-05.xml.hg,7.000,TO,3063.55
hypergraphs_reg-s20-p03-c20-d10-n10-l5-06.xml.hg,8.000,TO,3133.06
hypergraphs_reg-s20-p03-c20-d10-n10-l5-07.xml.hg,8.000,TO,3006.24
hypergraphs_reg-s20-p03-c20-d10-n10-l5-08.xml.hg,8.000,TO,3572.66
hypergraphs_reg-s20-p03-c20-d10-n10-l5-09.xml.hg,-1,TO,TO
hypergraphs_reg-s20-p03-c20-d10-n10-l5-10.xml.hg,9.000,TO,2834.57
hypergraphs_reg-s20-p03-c20-d10-n10-l5-11.xml.hg,8.000,TO,3098.29
hypergraphs_reg-s20-p03-c20-d10-n10-l5-12.xml.hg,7.000,TO,2694.05
hypergraphs_reg-s20-p03-c20-d10-n10-l5-13.xml.hg,7.000,TO,2694.82
hypergraphs_reg-s20-p03-c20-d10-n10-l5-14.xml.hg,8.000,TO,2720.91
hypergraphs_reg-s20-p03-c20-d10-n10-l5-15.xml.hg,8.000,TO,2635.46
hypergraphs_reg-s20-p03-c20-d10-n10-l5-16.xml.hg,7.000,TO,2948.85
hypergraphs_reg-s20-p03-c20-d10-n10-l5-17.xml.hg,8.000,TO,3161.94
hypergraphs_reg-s20-p03-c20-d10-n10-l5-18.xml.hg,8.000,TO,3422.79
hypergraphs_reg-s20-p03-c20-d10-n10-l5-19.xml.hg,8.000,TO,2946.51
hypergraphs_reg-s20-p03-c20-d10-n10-l5-20.xml.hg,8.000,TO,2977.36
hypergraphs_reg-s20-p03-c20-d10-n10-l5-21.xml.hg,7.000,TO,3017.82
hypergraphs_reg-s20-p03-c20-d10-n10-l5-22.xml.hg,8.000,TO,2693.59
hypergraphs_reg-s20-p03-c20-d10-n10-l5-23.xml.hg,7.000,TO,3458.39
hypergraphs_reg-s20-p03-c20-d10-n10-l5-24.xml.hg,8.000,TO,3298.98
hypergraphs_reg-s20-p03-c20-d10-n10-l5-25.xml.hg,8.000,TO,3168.13
hypergraphs_reg-s20-p03-c20-d10-n10-l5-26.xml.hg,-1,TO,TO
hypergraphs_reg-s20-p03-c20-d10-n10-l5-27.xml.hg,8.000,TO,3325.76
hypergraphs_reg-s20-p03-c20-d10-n10-l5-28.xml.hg,-1,TO,TO
hypergraphs_reg-s20-p03-c20-d10-n10-l5-29.xml.hg,8.000,TO,2811.4
hypergraphs_reg-s20-p03-c20-d10-n10-l5-30.xml.hg,7.000,TO,3045.53
hypergraphs_reg-s20-p03-c20-d10-n10-l5-31.xml.hg,-1,TO,TO
hypergraphs_reg-s20-p03-c20-d10-n10-l5-32.xml.hg,8.000,TO,3580.33
hypergraphs_reg-s20-p03-c20-d10-n10-l5-33.xml.hg,8.000,TO,3080.07
hypergraphs_reg-s20-p03-c20-d10-n10-l5-34.xml.hg,8.000,TO,2811.46
hypergraphs_reg-s20-p03-c20-d10-n10-l5-35.xml.hg,8.000,TO,3025.77
hypergraphs_reg-s20-p03-c20-d10-n10-l5-36.xml.hg,-1,TO,TO
hypergraphs_reg-s20-p03-c20-d10-n10-l5-37.xml.hg,8.000,TO,3549.37
hypergraphs_reg-s20-p03-c20-d10-n10-l5-38.xml.hg,8.000,TO,3179.89
hypergraphs_reg-s20-p03-c20-d10-n10-l5-39.xml.hg,8.000,TO,3068.08
hypergraphs_reg-s20-p03-c20-d10-n10-l5-40.xml.hg,8.000,TO,2811.43
hypergraphs_reg-s20-p03-c20-d10-n10-l5-41.xml.hg,-1,TO,TO
hypergraphs_reg-s20-p03-c20-d10-n10-l5-42.xml.hg,-1,TO,TO
hypergraphs_reg-s20-p03-c20-d10-n10-l5-43.xml.hg,7.000,TO,3448.98
hypergraphs_reg-s20-p03-c20-d10-n10-l5-44.xml.hg,-1,TO,TO
hypergraphs_reg-s20-p03-c20-d10-n10-l5-45.xml.hg,8.000,TO,2720.15
hypergraphs_reg-s20-p03-c20-d10-n10-l5-46.xml.hg,-1,TO,TO
hypergraphs_reg-s20-p03-c20-d10-n10-l5-47.xml.hg,8.000,TO,3339.69
hypergraphs_reg-s20-p03-c20-d10-n10-l5-48.xml.hg,8.000,TO,2964.48
hypergraphs_reg-s20-p03-c20-d10-n10-l5-49.xml.hg,8.000,TO,3291.16
hypergraphs_reg-s20-p03-c20-d10-n10-l5-50.xml.hg,8.000,TO,3105.26
hypergraphs_reg-s20-p03-c20-d10-n10-l5-51.xml.hg,7.000,TO,3006.92
hypergraphs_reg-s20-p03-c20-d10-n10-l5-52.xml.hg,-1,TO,TO
hypergraphs_reg-s20-p03-c20-d10-n10-l5-53.xml.hg,8.000,TO,3494.06
hypergraphs_reg-s20-p03-c20-d10-n10-l5-54.xml.hg,8.000,TO,2893.23
hypergraphs_reg-s20-p03-c20-d10-n10-l5-55.xml.hg,8.000,TO,2365.16
hypergraphs_reg-s20-p03-c20-d10-n10-l5-56.xml.hg,-1,TO,TO
hypergraphs_reg-s20-p03-c20-d10-n10-l5-57.xml.hg,7.000,TO,3244.2
hypergraphs_reg-s20-p03-c20-d10-n10-l5-58.xml.hg,8.000,TO,3509.42
hypergraphs_reg-s20-p03-c20-d10-n10-l5-59.xml.hg,-1,TO,TO
hypergraphs_reg-s20-p03-c20-d10-n10-l5-60.xml.hg,8.000,TO,3398.09
hypergraphs_reg-s20-p03-c20-d10-n10-l5-61.xml.hg,8.000,TO,2585.75
hypergraphs_reg-s20-p03-c20-d10-n10-l5-62.xml.hg,8.000,TO,2998.76
hypergraphs_reg-s20-p03-c20-d10-n10-l5-63.xml.hg,8.000,TO,3009.35
hypergraphs_reg-s20-p03-c20-d10-n10-l5-64.xml.hg,7.000,TO,2881.51
hypergraphs_reg-s20-p03-c20-d10-n10-l5-65.xml.hg,8.000,TO,3101.71
hypergraphs_reg-s20-p03-c20-d10-n10-l5-66.xml.hg,-1,TO,TO
hypergraphs_reg-s20-p03-c20-d10-n10-l5-67.xml.hg,7.000,TO,3415.94
hypergraphs_reg-s20-p03-c20-d10-n10-l5-68.xml.hg,8.000,TO,2897.12
hypergraphs_reg-s20-p03-c20-d10-n10-l5-69.xml.hg,8.000,TO,3422.46
hypergraphs_reg-s20-p03-c20-d10-n10-l5-70.xml.hg,8.000,TO,3132.97
hypergraphs_reg-s20-p03-c20-d10-n10-l5-71.xml.hg,8.000,TO,3131.22
hypergraphs_reg-s20-p03-c20-d10-n10-l5-72.xml.hg,8.000,TO,2981.06
hypergraphs_reg-s20-p03-c20-d10-n10-l5-73.xml.hg,-1,TO,TO
hypergraphs_reg-s20-p03-c20-d10-n10-l5-74.xml.hg,8.000,TO,3315.16
hypergraphs_reg-s20-p03-c20-d10-n10-l5-75.xml.hg,-1,TO,TO
hypergraphs_reg-s20-p03-c20-d10-n10-l5-76.xml.hg,8.000,TO,3425.0
hypergraphs_reg-s20-p03-c20-d10-n10-l5-77.xml.hg,7.000,TO,3044.74
hypergraphs_reg-s20-p03-c20-d10-n10-l5-78.xml.hg,8.000,TO,3090.86
hypergraphs_reg-s20-p03-c20-d10-n10-l5-79.xml.hg,7.000,TO,3540.06
hypergraphs_reg-s20-p03-c20-d10-n10-l5-80.xml.hg,8.000,TO,3337.11
hypergraphs_reg-s20-p03-c20-d10-n10-l5-81.xml.hg,-1,TO,TO
hypergraphs_reg-s20-p03-c20-d10-n10-l5-82.xml.hg,7.000,TO,3580.67
hypergraphs_reg-s20-p03-c20-d10-n10-l5-83.xml.hg,8.000,TO,3476.36
hypergraphs_reg-s20-p03-c20-d10-n10-l5-84.xml.hg,8.000,TO,3240.98
hypergraphs_reg-s20-p03-c20-d10-n10-l5-85.xml.hg,8.000,TO,3335.81
hypergraphs_reg-s20-p03-c20-d10-n10-l5-86.xml.hg,8.000,TO,3217.01
hypergraphs_reg-s20-p03-c20-d10-n10-l5-87.xml.hg,8.000,TO,2976.36
hypergraphs_reg-s20-p03-c20-d10-n10-l5-88.xml.hg,8.000,TO,3287.19
hypergraphs_reg-s20-p03-c20-d10-n10-l5-89.xml.hg,8.000,TO,2791.05
hypergraphs_reg-s20-p03-c20-d10-n10-l5-90.xml.hg,7.000,TO,3072.22
hypergraphs_reg-s20-p03-c20-d10-n10-l5-91.xml.hg,-1,TO,TO
hypergraphs_reg-s20-p03-c20-d10-n10-l5-92.xml.hg,8.000,TO,2961.62
hypergraphs_reg-s20-p03-c20-d10-n10-l5-93.xml.hg,-1,TO,TO
hypergraphs_reg-s20-p03-c20-d10-n10-l5-94.xml.hg,8.000,TO,3347.8
hypergraphs_reg-s20-p03-c20-d10-n10-l5-95.xml.hg,-1,TO,TO
hypergraphs_reg-s20-p03-c20-d10-n10-l5-96.xml.hg,8.000,TO,3404.72
hypergraphs_reg-s20-p03-c20-d10-n10-l5-97.xml.hg,8.000,TO,3262.97
hypergraphs_reg-s20-p03-c20-d10-n10-l5-98.xml.hg,-1,TO,TO
hypergraphs_reg-s20-p03-c20-d10-n10-l5-99.xml.hg,8.000,TO,2745.49
hypergraphs_Renault-souffleuse-pos.xml.hg,2.000,0.07,4.61
hypergraphs_Renault-souffleuse.xml.hg,2.000,0.06,3.78
hypergraphs_s1196.hg,-1,TO,TO
hypergraphs_s1238.hg,-1,TO,TO
hypergraphs_s1423.hg,-1,TO,TO
hypergraphs_s1488.hg,-1,TO,TO
hypergraphs_s1494.hg,-1,TO,TO
hypergraphs_s208.hg,-1,TO,TO
hypergraphs_s27.hg,2.000,0.05,5.76
hypergraphs_s298.hg,-1,TO,TO
hypergraphs_s344.hg,-1,TO,TO
hypergraphs_s349.hg,-1,TO,TO
hypergraphs_s382.hg,-1,TO,TO
hypergraphs_s386.hg,-1,MO,TO
hypergraphs_s400.hg,-1,TO,TO
hypergraphs_s420.hg,-1,TO,TO
hypergraphs_s444.hg,-1,TO,TO
hypergraphs_s510.hg,-1,MO,TO
hypergraphs_s526.hg,-1,TO,TO
hypergraphs_s5378.hg,-1,TO,RTE
hypergraphs_s641.hg,-1,TO,TO
hypergraphs_s713.hg,-1,TO,TO
hypergraphs_s820.hg,-1,MO,TO
hypergraphs_s832.hg,-1,MO,TO
hypergraphs_s838.hg,-1,TO,TO
hypergraphs_s953.hg,-1,MO,TO
hypergraphs_sqlshare_q1002.hg,1.000,0.01,3.59
hypergraphs_sqlshare_q10051.hg,1.000,0.01,3.46
hypergraphs_sqlshare_q10053.hg,1.000,0.01,3.38
hypergraphs_sqlshare_q10056.hg,1.000,0.03,3.46
hypergraphs_sqlshare_q10062.hg,1.000,0.02,3.21
